229,20-218,Lublin,Lubelskie,Kolejowa,8,26
230,65-751,Zielona Gora,Lubuskie,Polna,95,32
231,51-416,Wroclaw,Dolnoslaskie,Polna,30,18
232,01-464,Warszawa,Mazowieckie,Sosnowa,20,31
233,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,5,8
234,35-085,Rzeszow,Podkarpackie,Ogrodowa,28,14
235,15-102,Bialystok,Podlaskie,Lipowa,16,11
236,80-761,Gdansk,Pomorskie,Brzozowa,50,21
237,20-218,Lublin,Lubelskie,Polna,97,13
238,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,4,32
239,51-416,Wroclaw,Dolnoslaskie,Lipowa,65,49
240,40-203,Katowice,Slaskie,Kolejowa,34,48
241,15-102,Bialystok,Podlaskie,Lipowa,46,33
242,15-102,Bialystok,Podlaskie,Ogrodowa,71,21
243,45-309,Opole,Opolskie,Polna,11,11
244,15-102,Bialystok,Podlaskie,Lakowa,54,30
245,31-403,Krakow,Malopolskie,Kolejowa,58,49
246,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,70,49
247,10-900,Olsztyn,Warminsko-Mazurskie,Polna,81,32
248,90-001,Lodz,Lodzkie,Koscielna,51,15
249,20-218,Lublin,Lubelskie,Parkowa,85,41
250,01-464,Warszawa,Mazowieckie,Krotka,22,20
251,15-102,Bialystok,Podlaskie,Ogrodowa,46,13
252,51-416,Wroclaw,Dolnoslaskie,Zielona,51,31
253,20-218,Lublin,Lubelskie,Krotka,4,20
254,20-218,Lublin,Lubelskie,Akacjowa,82,11
255,51-416,Wroclaw,Dolnoslaskie,Parkowa,55,46
256,20-218,Lublin,Lubelskie,Zielona,61,4
257,31-403,Krakow,Malopolskie,Szkolna,35,2
258,25-900,Kielce,Swietokrzyskie,Ogrodowa,31,13
259,80-761,Gdansk,Pomorskie,Kolejowa,84,13
260,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,4,33
261,20-218,Lublin,Lubelskie,Kwiatowa,99,18
262,90-001,Lodz,Lodzkie,Szkolna,95,12
263,15-102,Bialystok,Podlaskie,Kolejowa,19,43
264,40-203,Katowice,Slaskie,Kwiatowa,86,23
265,35-085,Rzeszow,Podkarpackie,Akacjowa,32,6
266,40-203,Katowice,Slaskie,Zielona,40,27
267,35-085,Rzeszow,Podkarpackie,Lipowa,18,3
268,31-403,Krakow,Malopolskie,Kolejowa,62,14
269,65-751,Zielona Gora,Lubuskie,Kolejowa,59,45
270,35-085,Rzeszow,Podkarpackie,Koscielna,5,2
271,35-085,Rzeszow,Podkarpackie,Ogrodowa,56,11
272,71-004,Szczecin,Zachodnio-Pomorskie,Kolejowa,13,46
273,35-085,Rzeszow,Podkarpackie,Kolejowa,40,36
274,90-001,Lodz,Lodzkie,Krotka,36,27
275,20-218,Lublin,Lubelskie,Lakowa,48,47
276,60-967,Poznan,Wielkopolskie,Lesna,99,32
277,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,27,18
278,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,32,46
279,20-218,Lublin,Lubelskie,Lipowa,67,23
280,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,66,21
281,65-751,Zielona Gora,Lubuskie,Sosnowa,34,28
282,01-464,Warszawa,Mazowieckie,Akacjowa,20,25
283,31-403,Krakow,Malopolskie,Zielona,90,34
284,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,5,50
285,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,13,43
286,15-102,Bialystok,Podlaskie,Sloneczna,93,24
287,35-085,Rzeszow,Podkarpackie,Krotka,81,1
288,20-218,Lublin,Lubelskie,Zielona,54,2
289,01-464,Warszawa,Mazowieckie,Sosnowa,19,6
290,35-085,Rzeszow,Podkarpackie,Szkolna,83,22
291,51-416,Wroclaw,Dolnoslaskie,Lesna,28,30
292,15-102,Bialystok,Podlaskie,Kwiatowa,52,39
293,35-085,Rzeszow,Podkarpackie,Kwiatowa,99,18
294,01-464,Warszawa,Mazowieckie,Sloneczna,31,48
295,20-218,Lublin,Lubelskie,Akacjowa,7,1
296,51-416,Wroclaw,Dolnoslaskie,Parkowa,84,43
297,25-900,Kielce,Swietokrzyskie,Polna,27,3
298,51-416,Wroclaw,Dolnoslaskie,Lakowa,49,15
299,15-102,Bialystok,Podlaskie,Ogrodowa,1,39
300,51-416,Wroclaw,Dolnoslaskie,Brzozowa,62,12
301,01-464,Warszawa,Mazowieckie,Kwiatowa,29,30
302,60-967,Poznan,Wielkopolskie,Krotka,78,29
303,20-218,Lublin,Lubelskie,Szkolna,4,23
304,80-761,Gdansk,Pomorskie,Zielona,80,11
305,01-464,Warszawa,Mazowieckie,Parkowa,94,43
306,90-001,Lodz,Lodzkie,Brzozowa,18,25
307,65-751,Zielona Gora,Lubuskie,Ogrodowa,30,32
308,20-218,Lublin,Lubelskie,Zielona,25,14
309,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,49,25
310,80-761,Gdansk,Pomorskie,Polna,30,4
311,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,79,40
312,01-464,Warszawa,Mazowieckie,Kolejowa,42,36
313,01-464,Warszawa,Mazowieckie,Ogrodowa,71,24
314,45-309,Opole,Opolskie,Ogrodowa,79,32
315,90-001,Lodz,Lodzkie,Koscielna,75,13
316,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,80,9
317,45-309,Opole,Opolskie,Kwiatowa,21,4
318,65-751,Zielona Gora,Lubuskie,Akacjowa,60,11
319,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,55,45
320,90-001,Lodz,Lodzkie,Kolejowa,23,12
321,25-900,Kielce,Swietokrzyskie,Sloneczna,72,2
322,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,63,44
323,20-218,Lublin,Lubelskie,Brzozowa,95,20
324,15-102,Bialystok,Podlaskie,Sloneczna,11,20
325,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,71,13
326,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,23,31
327,90-001,Lodz,Lodzkie,Parkowa,81,25
328,65-751,Zielona Gora,Lubuskie,Zielona,54,14
329,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,35,24
330,25-900,Kielce,Swietokrzyskie,Kolejowa,86,15
331,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,28,24
332,40-203,Katowice,Slaskie,Lakowa,31,18
333,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,77,17
334,60-967,Poznan,Wielkopolskie,Szkolna,76,21
335,45-309,Opole,Opolskie,Kolejowa,85,4
336,80-761,Gdansk,Pomorskie,Kolejowa,19,25
337,01-464,Warszawa,Mazowieckie,Lipowa,89,22
338,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,20,10
339,60-967,Poznan,Wielkopolskie,Kwiatowa,72,21
340,20-218,Lublin,Lubelskie,Zielona,43,3
341,31-403,Krakow,Malopolskie,Kolejowa,7,29
342,40-203,Katowice,Slaskie,Krotka,77,18
343,51-416,Wroclaw,Dolnoslaskie,Koscielna,98,14
344,80-761,Gdansk,Pomorskie,Krotka,87,25
345,51-416,Wroclaw,Dolnoslaskie,Krotka,33,6
346,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,2,47
347,80-761,Gdansk,Pomorskie,Brzozowa,92,19
348,65-751,Zielona Gora,Lubuskie,Kwiatowa,7,1
349,35-085,Rzeszow,Podkarpackie,Lipowa,11,10
350,31-403,Krakow,Malopolskie,Parkowa,88,39
351,80-761,Gdansk,Pomorskie,Brzozowa,49,11
352,35-085,Rzeszow,Podkarpackie,Lakowa,93,45
353,35-085,Rzeszow,Podkarpackie,Krotka,61,7
354,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,23,6
355,35-085,Rzeszow,Podkarpackie,Szkolna,84,43
356,31-403,Krakow,Malopolskie,Kwiatowa,36,37
357,80-761,Gdansk,Pomorskie,Polna,67,24
358,60-967,Poznan,Wielkopolskie,Zielona,80,42
359,80-761,Gdansk,Pomorskie,Polna,87,6
360,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,37,30
361,65-751,Zielona Gora,Lubuskie,Kwiatowa,99,23
362,45-309,Opole,Opolskie,Akacjowa,8,6
363,51-416,Wroclaw,Dolnoslaskie,Akacjowa,99,27
364,45-309,Opole,Opolskie,Zielona,45,27
365,35-085,Rzeszow,Podkarpackie,Parkowa,32,23
366,31-403,Krakow,Malopolskie,Szkolna,22,33
367,31-403,Krakow,Malopolskie,Lesna,33,24
368,80-761,Gdansk,Pomorskie,Kolejowa,55,13
369,40-203,Katowice,Slaskie,Sloneczna,0,19
370,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,23,46
371,15-102,Bialystok,Podlaskie,Zielona,34,9
372,80-761,Gdansk,Pomorskie,Kolejowa,30,17
373,25-900,Kielce,Swietokrzyskie,Akacjowa,78,26
374,65-751,Zielona Gora,Lubuskie,Kolejowa,32,39
375,51-416,Wroclaw,Dolnoslaskie,Sloneczna,6,16
376,35-085,Rzeszow,Podkarpackie,Koscielna,40,6
377,25-900,Kielce,Swietokrzyskie,Kolejowa,44,31
378,51-416,Wroclaw,Dolnoslaskie,Polna,78,27
379,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,33,24
380,31-403,Krakow,Malopolskie,Lesna,95,5
381,15-102,Bialystok,Podlaskie,Akacjowa,17,43
382,60-967,Poznan,Wielkopolskie,Lipowa,68,41
383,45-309,Opole,Opolskie,Parkowa,65,20
384,80-761,Gdansk,Pomorskie,Koscielna,63,38
385,80-761,Gdansk,Pomorskie,Akacjowa,42,21
386,90-001,Lodz,Lodzkie,Lipowa,0,22
387,01-464,Warszawa,Mazowieckie,Lesna,0,18
388,01-464,Warszawa,Mazowieckie,Szkolna,13,35
389,40-203,Katowice,Slaskie,Ogrodowa,32,32
390,15-102,Bialystok,Podlaskie,Sloneczna,14,38
391,65-751,Zielona Gora,Lubuskie,Kwiatowa,89,12
392,35-085,Rzeszow,Podkarpackie,Lakowa,88,36
393,31-403,Krakow,Malopolskie,Akacjowa,51,35
394,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,58,35
395,15-102,Bialystok,Podlaskie,Kwiatowa,35,13
396,45-309,Opole,Opolskie,Sosnowa,82,25
397,65-751,Zielona Gora,Lubuskie,Zielona,40,44
398,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,16,3
399,45-309,Opole,Opolskie,Koscielna,75,10
400,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,28,28
401,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,92,9
402,35-085,Rzeszow,Podkarpackie,Szkolna,94,8
403,60-967,Poznan,Wielkopolskie,Brzozowa,57,40
404,31-403,Krakow,Malopolskie,Krotka,33,49
405,01-464,Warszawa,Mazowieckie,Lakowa,65,21
406,01-464,Warszawa,Mazowieckie,Ogrodowa,12,10
407,51-416,Wroclaw,Dolnoslaskie,Krotka,59,18
408,35-085,Rzeszow,Podkarpackie,Sosnowa,98,43
409,80-761,Gdansk,Pomorskie,Sloneczna,18,36
410,40-203,Katowice,Slaskie,Kwiatowa,82,20
411,35-085,Rzeszow,Podkarpackie,Szkolna,80,15
412,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,91,23
413,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,83,15
414,45-309,Opole,Opolskie,Koscielna,21,41
415,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,20,25
416,90-001,Lodz,Lodzkie,Lakowa,70,46
417,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,60,29
418,35-085,Rzeszow,Podkarpackie,Szkolna,78,29
419,80-761,Gdansk,Pomorskie,Szkolna,54,48
420,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,38,29
421,80-761,Gdansk,Pomorskie,Kolejowa,30,18
422,60-967,Poznan,Wielkopolskie,Koscielna,56,31
423,60-967,Poznan,Wielkopolskie,Polna,4,32
424,20-218,Lublin,Lubelskie,Kwiatowa,52,10
425,65-751,Zielona Gora,Lubuskie,Sosnowa,61,36
426,40-203,Katowice,Slaskie,Krotka,28,5
427,25-900,Kielce,Swietokrzyskie,Kwiatowa,63,31
428,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,53,3
429,45-309,Opole,Opolskie,Krotka,89,13
430,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sloneczna,60,38
431,20-218,Lublin,Lubelskie,Sloneczna,25,8
432,35-085,Rzeszow,Podkarpackie,Krotka,45,21
433,25-900,Kielce,Swietokrzyskie,Krotka,4,16
434,51-416,Wroclaw,Dolnoslaskie,Szkolna,62,2
435,01-464,Warszawa,Mazowieckie,Brzozowa,5,8
436,31-403,Krakow,Malopolskie,Krotka,84,7
437,80-761,Gdansk,Pomorskie,Szkolna,93,28
438,31-403,Krakow,Malopolskie,Ogrodowa,17,50
439,65-751,Zielona Gora,Lubuskie,Parkowa,84,49
440,90-001,Lodz,Lodzkie,Kolejowa,64,29
441,35-085,Rzeszow,Podkarpackie,Akacjowa,90,10
442,60-967,Poznan,Wielkopolskie,Akacjowa,55,43
443,01-464,Warszawa,Mazowieckie,Lipowa,46,48
444,65-751,Zielona Gora,Lubuskie,Parkowa,0,14
445,20-218,Lublin,Lubelskie,Kwiatowa,90,25
446,35-085,Rzeszow,Podkarpackie,Ogrodowa,27,5
447,60-967,Poznan,Wielkopolskie,Zielona,81,29
448,90-001,Lodz,Lodzkie,Szkolna,13,23
449,20-218,Lublin,Lubelskie,Zielona,27,11
