36,Teresa,Piotrowska,oIqvtmaFnOWstxDy5552Ai525453535150,50s56AiO52JkYpn5148rnF53L5453N48A4950,5100.0,5397,24094,3532,28
37,Olga,Kubiak,,,3000.0,17958,26521,2726,70
38,Agata,Adamska,,,5100.0,29344,20335,3869,39
39,Agata,Szczepanska,WrJvN50515553gayV55pbyix4852gDK50KyWM,c56IcB56D5554pP5552vHEhbFGkOe495054R50A,5100.0,16226,26727,7815,12
40,Otylia,Marciniak,50lIKgs4949tYw555154hN49o55oL56s50f5648QdFpOqEh51G48NB56,53gVorvSH55Cri545154MWqP5454OhuWvqyd49t5450LyLys5053K,4900.0,29746,7147,51,
41,Oskar,Gorkiewicz,,,8800.0,17293,37293,731,95
42,Katarzyna,Zawadzka,,,5300.0,26719,31115,3683,11
43,Pawel,Krawczyk,Ko49H49EbcBT54VH50Sv5653QpMm54pMagfQ56yW56eDc525651INr,m48ai56tEthsX52x54NuMk50dsH49485253aKpnmw56NVW51JB535451,3300.0,24292,11557,3912,29
44,Elzbieta,Kubiak,,,5100.0,16767,36243,692,60
45,Jozefa,Przybylska,49NXrbT515252Vdffb55uuN5355cI48BU,51x53AHyJSFf52AN53pIommGj48H51G,6000.0,26205,30028,4219,59
46,Antonina,Jaworska,S50t48fvbhliXdItm49Y56c4851BOl52565653ysNTBc56Rs,ou49vvCVYJuJkwJ505050NW50n50ljDg53g54kh5652Pu51U,5200.0,16462,19290,7003,30
47,Eustachy,Mazur,YYHYYvArHB5153qoQxmJdq564851OPKHyXQ54Me54ww5151Q,DIn5252q52B52CB514949N54YcoVrMBEJiNPHRA50s48T55OT53,5200.0,16081,17360,3160,6
48,Boguslawa,Gorska,,,3700.0,13479,25213,96,51
49,Honorata,Gorska,,,5100.0,17674,36025,4255,2
50,Otylia,Wojcik,,,4500.0,20123,23715,1978,63
51,Alex,Szewczyk,,,6900.0,18872,12640,2121,42
52,Franciszka,Marciniak,,,4600.0,11844,15203,7907,92
53,Alan,Kubiak,,,5100.0,18531,32612,4515,80
54,Jozef,Kolodziej,,,5200.0,4666,5354,4534,51
55,Aleksandra,Maciejewska,Y54TR555256D5153VD52x48pT52t55Tah,B54Aw54uRdG51QhKeMXc54gP50U53,5500.0,16060,33889,7108,28
56,Eryk,Laskowski,50UGp50c4856b5452E5656OU48QKFNIbq50,5150mo53CEDb5052sB48535049c48Pv56b49X,4000.0,15488,36663,6907,45
57,Andrzej,Kozlowski,,,6600.0,12645,16947,1542,69
58,Nikola,Szczepanska,5156Ap48vY53R51i52A51PjGYA56C565055Hh5255rl53555454wSq,hgMn51s52D5650WHqTcNRb48gsR56545351pBxj56f52uRAu,6650.0,8017,3719,8365,63
59,Maja,Sikora,,,6600.0,10672,37619,6460,58
60,Monika,Ziolkowska,4848roMMCa52WA52JOv56OiW52eAl56Ix5056I5053I55Whr55XnQ,rXTFhKIjaoj56mlY5448u53dNmw5551xR48564853uNcQY494852x,4600.0,21631,4687,2454,1
61,Arleta,Jaworska,49exVvkG51NW56jsu51lnqTIC55,54ujY4853p5551fi54Hx515452HfMG51,4200.0,19020,16638,9454,65
62,Emil,Gorkiewicz,,,4340.0,16402,31574,8203,48
63,Anastazy,Kolodziej,,,4800.0,27721,33696,3717,71
64,Luiza,Wojcik,,,4900.0,19292,23536,8845,2
65,Bartosz,Brzezinski,,,5600.0,13906,23132,6126,90
66,Marcin,Brzezinski,OSw56O54vr5255UY56Kr4854,52XfmnmqU55F5555M52lNc,5600.0,26913,30872,7172,39
67,Andzelika,Wojcik,iHjg52c51cMm51UvorJ49AMsC55P55HuoTGwwL4956rQ53AA5349,FaF5248jaD5655t50MUi50x48UFww4956N49LE50k48vNkC53l55oN48,4500.0,21695,16139,1759,45
68,Kewin,Duda,,,6600.0,27641,7876,8191,37
69,Alan,Kowalski,,,4000.0,4155,33787,3318,85
70,Luiza,Piotrowska,,,4800.0,22757,5173,555,1
71,Alek,Przyreba,,,4800.0,14768,5321,5568,74
72,Kewin,Laskowski,,,4900.0,19775,28320,8033,16
73,Bartosz,Urbanski,,,5600.0,7184,39222,6243,25
74,Konrad,Walczak,50av5552Iii5352g56nL53vo5149W4952Cdi4852twLwJ52jm51Y52,53dq565251kv5052iKV49b52SNy5648DrQtb49VeH53UHi4950o54,4640.0,19195,24760,3809,89
75,Eryk,Jasinski,p4949fOuUj53mgh4952IS56UT5250s54CJ53p49w50C,x48Q53r4856y495156wR56F55P53GXt53jIfIJX54YF,5700.0,3418,644,7872,65
76,Arleta,Szulc,KsJm545053aB5054CXP56b,vc56BWPYN5455yh52w48x,6600.0,9700,19263,3690,28
77,Bartosz,Wlodarczyk,,,5100.0,28393,39655,2191,89
78,Ewelina,Krawczyk,JtKMd49xGLJ55p5052R48E54aGKOS51eftRs51,5354vCk51LqI545649Go525153bLUOxE50Wvn51bT,6000.0,23634,16588,7272,66
79,Aleksandra,Witkowska,oVr54m4955I51kBD56cYJ5148pR,53MnarqIpMRSBFEeWML5048,9100.0,15817,36753,3755,39
80,Eustachy,Krawczyk,,,5700.0,11427,11883,7515,74
81,Anatol,Kubiak,,,6300.0,1904,11468,3336,96
82,Leszek,Mazur,CRS55u52jAhTsAQ4953tQp55wkPLr5456FMAG49,F52EyGVhGUPSS50pbU5555W55WPG5656wEo50yG,4800.0,6018,4603,2241,4
83,Marcin,Rutkowski,,,6300.0,1145,20632,7952,47
84,Grzegorz,Brzezinski,mx52Ah5649cgEu48e54rV,JVF4856b5651WoOSIKuE,6000.0,10726,1607,7862,67
85,Eustachy,Gorski,M51nTfEqRToV525052TcY56tI5255am55X49i,k50ByXT51b53grhb56W49hit50K56XGXsXm,3300.0,24392,30770,8580,82
86,Teresa,Zakrzewska,,,5300.0,3508,16735,9094,34
87,Eryk,Malinowski,VD54Mp50BHuwG51ysDMwICTa54g52vfL48LGMG55a49T53aej,nOKn50qu54U49h4849Cg56Ms56MV51yI51W51u54DO51S53Exe51Jk,4200.0,16943,28593,2918,14
88,Gustaw,Przybylski,OcKHjGVI50pF4855Uek5450uJy,QF48S56CW53XYWv50H5256P56kQR,3300.0,13206,11719,7528,60
89,Konrad,Przybylski,,,4640.0,10599,16917,3919,15
90,Olga,Baranowska,,,3300.0,20864,11157,1744,78
91,Norbert,Wisniewski,49dp5353HJp54qFbB50x56,QYXbeOkYXrF494949Hg,6100.0,749,2430,702,29
92,Maja,Maciejewska,,,4000.0,10212,7633,8032,52
93,Julian,Walczak,,,5100.0,2995,7184,5440,42
94,Anastazy,Kolodziej,,,6000.0,16310,213,2756,
95,Honorata,Kwiatkowska,lLI5553M54cf4953M55cv48gqJc4955VtUB5452S48a54CRK52Sj55telt,U48BVy5251b53q48rAk48NgkQ50ABlQ55qVEml49Byb49PIhwsjeC,6100.0,49,18057,3332,80
96,Anatol,Urbanski,ygCbt53Lef54u56Jr49J5348SbrHISiohHAEYUfcp49g,49Y50jjXRcAed51DlaeIIjW5355r504848kgG535551nMds49,6100.0,12371,25481,9802,41
97,Eryk,Przybylski,,,5800.0,26475,16977,7873,8
98,Andrzej,Duda,wj5654bmr55IOgo55Q5249B50IYlJ565356r53U,5054R5156RLoR52DuTPwq48u50565250QFO49ea,6700.0,15899,30394,2907,89
99,Barbara,Szulc,,,5600.0,25591,545,3529,28
100,Boguslawa,Zielinska,53Fa53ooumCSjAkQXy53y,56VT5449bcs56L56edpYfe52,4800.0,1062,32158,1336,46
101,Oktawia,Nowak,5549v49Bd54id52ditKJc48GQ52LP52pSVF5151jfEGjoc,nNp54yV53QsRyv4955f56hk53pGsrVGvH5156Bxl56BAu,3000.0,20748,7674,2368,8
102,Oktawia,Piotrowska,,,4200.0,9380,22563,1448,47
103,Katarzyna,Urbanska,T5350QqYm48Sv5153yfIHsm48pv5251Ml48j4948Lp5051,W49CFUJUs51tx52b5054mbr51d50YX535249sr49OVet,6900.0,9093,33261,2553,78
104,Antonina,Brzezinska,D54S535150iW48oKv48Hrt51W5553F52i48d50GvdU53O55A52U55h5650U4854R,lcFawr545355N51g5554SqGnsdt53tr49r50VtX4851sXom48m50vgLu54,6350.0,11464,9323,9806,73
105,Agata,Brzezinska,,,6000.0,2850,39877,4182,22
106,Otylia,Brzezinska,,,9100.0,19765,39939,989,16
107,Iza,Zielinska,,,5600.0,17139,10600,5366,98
108,Elzbieta,Maciejewska,,,6650.0,25579,16236,4196,53
109,Otylia,Witkowska,,,5600.0,21298,3076,461,45
110,Teresa,Maciejewska,,,3900.0,8253,17055,3514,84
111,Joanna,Jankowska,,,4900.0,17108,16741,9604,60
112,Marcel,Brzezinski,,,6300.0,1281,31544,2840,50
113,Nikola,Urbanska,,,6350.0,5758,12596,5091,21
114,Norbert,Rutkowski,,,6000.0,5002,10032,7735,19
115,Anatol,Przybylski,,,5300.0,20532,39995,6340,57
116,Anastazy,Zawadzki,,,4200.0,3310,34402,4655,8
117,Anastazy,Laskowski,H56fQ51a52Oe514951uq56i55F50Yp,N48e54NS51r52495555oeYW49MW50l,5100.0,12152,19628,8318,98
118,Maja,Kucharska,,,6600.0,2386,37035,5391,59
119,Artur,Sikora,50u52fyn54U54S50Yfg48ET,RVdKgKJDFd5055YgaHs,3900.0,3242,15463,5942,8
120,Leszek,Szewczyk,dQrE52GYay53H52CTj53AR4951rM5351pyL555254Ra55WYdB,o54y51w50EHSxFYr5149XBo52RW48eAr53r56XpoePevB56,4900.0,26146,5484,4557,15
121,Pawel,Zalewski,,,6300.0,7933,30952,3336,27
122,Milena,Zawadzka,nlG48S56SR52U52eOWk5356O52gu50mQ,Qb55gCDTCS4949KJ5548o53QF56TXfr,5300.0,10613,26854,7898,65
123,Julian,Kwiatkowski,,,8800.0,7834,8274,2719,73
124,Nikola,Zakrzewska,,,6700.0,18775,39764,7435,85
125,Franciszka,Piotrowska,,,4000.0,16420,11094,3080,53
126,Jola,Sawicka,,,6400.0,26667,16312,1651,57
127,Maja,Szczepanska,,,6600.0,29303,26712,5914,52
128,Artur,Wlodarczyk,,,5600.0,725,34379,2812,39
129,Jan,Walczak,G51W55laqAPc52Yw51H51nx52,52C49a5252dQoey52hgbP555153,3700.0,4016,20160,7109,56
130,Klaudia,Marciniak,,,4900.0,17676,16867,9937,90
131,Elzbieta,Sikorska,,,4800.0,6837,13985,3570,21
132,Oskar,Malinowski,5253LHTd55uEAUQsM5555,Y4953Yd515648fpGKL51OA,4640.0,5263,24098,4977,22
133,Otylia,Gajewska,,,5300.0,5000,12858,9664,57
134,Czeslaw,Krawczyk,h5355JB54QRrP56vs53495549gACs5048Wh50m52Gu,525352O5448aBM50DVPBd4850Fk49BijJKeWVe51,6400.0,3190,9804,8161,96
135,Dagmara,Gorska,,,4640.0,3097,36991,657,37
136,Kazimierz,Sikora,56Mr56Kk525350D48dOWQGC56pq52SfeNxmwkyCW53sBev55s545248,I515053h51VVs4956U48o56DD52D5051485354al5255G52484952d535453E54NmK,6650.0,16957,8480,4903,43
137,Anatol,Kozlowski,TgN515550PPgXJQbmoi56KIChcN4849KAo52565352A56f48x,51S52GA55oOVutiu5653U54Nsj50CigaTJdi48PH53yh5654,5300.0,10403,28935,5582,88
138,Alicja,Ziolkowska,,,5600.0,28485,7872,2272,85
139,Emil,Wysocki,,,5700.0,23831,22000,5764,55
140,Alex,Przybylski,,,4200.0,28156,14031,3542,67
141,Honorata,Piotrowska,,,6600.0,11089,31529,2093,97
142,Ewelina,Witkowska,52j49ugx52OFh494851lAwXwH49555552hs5048B51au5353505355,qJC48cIbd54aRB53G524850tw50Ae50hL48I54a49IB53H5252,3700.0,19725,10943,4585,21
143,Artur,Walczak,54m524849f4852r5056QYCFknbS50F52RcvWN5655J,cFjrjbQw5056XNu54Muc49T56FBxnHFa51N52,4000.0,29031,8233,8542,68
144,Cezary,Brzezinski,54rRW525655stqhn5251bGsf48UU495150S50MXO4955Rs,X4853Q4955a54LHxhhFJwL51Vqj49ugbv50YOFbvO,6900.0,513,14430,9988,3
145,Andzelika,Wojcik,48N5650fGT49reYW53Vb53t53rj51UhYb4849564949DcLDH51vUw,52mDipujPrA5653JgWO55Rd55S49au49ig55y50rKn495249S48T,4900.0,29608,4213,2024,45
146,Agata,Krawczyk,tO55fH53M49un52Hm5549P52X54jqere56f5049jrMJ53,WY5149UGw54PGQ4952LCWQqbvR48I5352t50505348f56m,5700.0,21490,29614,2244,49
147,Magdalena,Maciejewska,54X50jBOwLq49nXYS505553yILA5454D50PF53C55JYb5155tg56495556bO,KRSn495651MMeq56Wm48ec50uGHatg56ooJX5054GMXs54Rr56FwpB,5600.0,19232,22361,5635,45
148,Aleksandra,Blaszczyk,,,5300.0,23349,3892,7131,32
149,Gustaw,Kowalski,,,5500.0,28827,5947,4736,85
150,Leszek,Wozniak,T555354rrncu55r50WW52UO,pJcjM53E49YnFyrE48YD,3700.0,18279,28325,5977,87
151,Czeslaw,Kolodziej,52W5454Lgi55th49Y49nEWxl56m55Y52YF54544854gTDKo,r51525651514949b48jnrT50495151pt48HsVGQlj54ouLyp,4800.0,2408,9155,6861,70
152,Celina,Blaszczyk,,,4600.0,28877,29366,1930,93
153,Olga,Gajewska,y51Y53CY51JbgcNhuR56515651GaVrv52gG534954Pg52La5152Qa54,DVmDv48BCWr52c48SltF49TM54IoAa54YOKydpTJqyw48uG,4200.0,23383,14840,4451,18
154,Jozefa,Maciejewska,48q53MmL49PMgM55qPD565155T48oQVWF50pxVStl54,q5156QMU49ULDv48tELUy555256gb505654yPe48lBmF,3900.0,10317,30746,9973,93
155,Anatol,Duda,515056jGL55bllH545349q56ma51DHb49D51UcfTsi56,mW5250CYi56IIKVs56WAm51aq5248kx53i54vT56NO,6650.0,24340,11712,8345,40
156,Eustachy,Wisniewski,H5256T5252kAN52U56DRdi54IT5549RbBuKEBQg54y54,53TTBNi53QFvcIIIMqd54mT51aFY50P49KDTTK55,5300.0,12529,36465,5019,51
157,Teresa,Tomaszewska,W56j54avq5552o53BMrC5550Ac52GySk,oGU485652iY53SJk495152nu54wIu56Og,5600.0,21836,11999,2701,24
158,Cezary,Wysocki,BfgDaL52Nm55c55515555SbDh,5350515054rkr53JodB52J49ukT,6100.0,23096,3309,7423,31
159,Kewin,Kwiatkowski,NiJ5151yXTFLTlxJN514952v51m52Yaf55L56,MNXvQ52484849Lpe56QS55R54P51omMvlQAJ,4800.0,25080,32344,6457,11
160,Leszek,Urbanski,llUQmns50o53fxOWfihfgX56pb56P56V,52pKr53Qj51Q50g54bEMb48sX51h55lGAqa,6650.0,12627,5070,2067,29
161,Magdalena,Gajewska,,,6900.0,119,36303,1937,68
162,Eryk,Kubiak,,,6600.0,20225,8890,6203,38
163,Otylia,Piotrowska,,,5600.0,13816,34496,3033,75
164,Grzegorz,Wozniak,,,6400.0,18747,3201,7435,62
165,Iza,Blaszczyk,OrGnA54QJAp485048pQNc4854fXYAdpbp49ErT5353ONW,fGCs52U53q48NUpbSNUkQ54ygt545351Tv5248CA53HjH49,3300.0,13226,37776,9559,82
166,Oktawia,Sikora,,,5600.0,26106,9288,3421,69
167,Kazimierz,Kolodziej,pXEwH4950uq52Sh5449e52Wi49BEegcFHCU4955,UHXWcclBW54j4954rAJVmFp51R50ueYVuYe,4800.0,7488,2429,2816,93
168,Magdalena,Ziolkowska,,,3900.0,1589,12342,6205,71
169,Honorata,Kwiatkowska,51jP49RE55wu48R51c55d55Md54n55qgAuN5249,u5151n56B56FMF51BNYsxvEdeAO55VP48D52,3000.0,11461,36884,3291,1
170,Oskar,Kwiatkowski,s52Qe49Lv545149Qg4848k55EgYQUfOpOgt5550l52MviW54R,W50VHqyJoK55l544855mHfRbj48D5455OlJBSW4951O55pG48,4800.0,24675,31235,1749,19
171,Teresa,Kubiak,FV52C565155f56emd50W56jx49eA55e,K55cVw56ax5455I5253u5549uKOLE54,8800.0,15734,7942,1694,71
172,Oskar,Kozlowski,,,3000.0,9651,39826,1896,48
173,Ewelina,Sawicka,49a55Q5649MhBIRlWSaLOE50cj56h55hKb53S50U54s49545049,51hA55515456tQBnjXU53I50q55ly52m545249YRjnUu52Vf5448,6400.0,17814,4045,8544,94
174,Marcin,Przyreba,,,5500.0,27464,30051,374,28
175,Dagmara,Szczepanska,,,3700.0,23267,12026,255,92
176,Klaudia,Zielinska,5654Mj4953YlJCA49x54KGV51T5554I5150L50Tj53h,49WI55EMir55JODhL51eNM5656C49N48C56S48a54,3700.0,25868,17324,5517,67
177,Maja,Maciejewska,Pb52hHVWQjCGnAm48v48oXtyeajhX53dF495455RT51W4952Tl50j,n5453DB48jsCjhaGegDFtLm4955tI50J50JVgtH50GPxeNu53oI,9100.0,15796,5761,4928,97
178,Maja,Szulc,,,4900.0,13549,9759,1018,12
179,Kewin,Kozlowski,,,4900.0,10796,9956,3882,83
180,Leszek,Wlodarczyk,53UK55C48yOf49Qbb55JsA52QE51n5054YVa,N51tHH53t5654urtb55AnU515656YIYFMP51,6650.0,7808,9378,4316,52
181,Nikola,Tomaszewska,f5055epM49q49505149KPjD55iFSNwp48fm52VP53a49YJWj5648k51veq52,Qy54c53jR48Gwmy50YL54a524853ALbgHlC53HK55Fs55EntnFOmu53E,5100.0,9996,25223,7385,3
182,Oksana,Przybylska,,,3000.0,2625,33570,984,48
183,Andrzej,Szewczyk,51SqcDj48fkvd53xE53rhStCMs5353Gt48CNk53VP,524950O49As54l5454JLoRbt51G52Sqe48jhn55S515455f,6650.0,552,38474,5605,41
184,Konrad,Wlodarczyk,C49M534850p56UYIBtAuHbxrCm4848lbMnq53IjS54QLgLYPKb54,Jgsnwk49iKWMbDi52Ycq56yD5456opA48llM514950so5250UDK54I,5600.0,667,1166,4263,89
185,Boguslawa,Szczepanska,,,3700.0,24035,5831,1392,38
186,Marlena,Pietrzak,,,3300.0,25642,7615,8208,28
187,Aleksandra,Chmielewska,XjUGQS51J5251uhVilpgH515655f,52qRMCuDT49H5555505156WEXPJed,5700.0,14595,13660,725,4
188,Norbert,Mazur,Rowe5255WRfTgi53s48pfFRXIdH4953GQhM53C54Srg5353wlU,53ydYYluf53fLWAO5655HdqpN55Btw49NI54Eu51xY5351XDRw,6600.0,2015,4446,7365,54
189,Magdalena,Piotrowska,,,6600.0,20275,15491,4744,94
190,Kajetan,Brzezinski,,,6600.0,27481,10810,4482,39
191,Joanna,Kubiak,50nKYy5455WgDasYp505055TKj54F51X49s56QaNLvbq54A5456,Skw55535548wVfsp55Es495155VVFl505051t5350n56bda545150td,9100.0,16929,822,2591,7
192,Milena,Przybylska,x52RUhN5151q51c51BM54SR5353ExrIov51T54505048DoLVUUwqH,525355BU49DVNuQ5055a5452Brp5548i5548nMcNE50WVH48Sd54wrO,4800.0,16891,23630,7643,59
193,Otylia,Blaszczyk,,,4200.0,20315,34198,153,43
194,Bartosz,Jakubowski,SILs48bsae5048L4849glM52SMxpLXh51lKBgy,hbk53X5549525055jv51J49TmwMfm55kTyVJJp51e,5300.0,13026,26187,5143,21
195,Aleksandra,Pietrzak,,,6000.0,9294,25845,7092,93
196,Gustaw,Malinowski,,,4640.0,8144,34293,2451,68
197,Luiza,Gajewska,,,6000.0,28115,2449,5742,34
198,Elzbieta,Blaszczyk,525548r4950uE5055phGk51Rs49e52JqO49i51r5148oC52juC4948r,49wRu52q49O50m5548jvgjEgyOG565549l56cR5555XNnU514850u,6400.0,7204,30254,7875,36
199,Monika,Baranowska,s55Tu51Ig5349c48KmCB53xd5653fxeHYaC484849,48j5251RR52494853siMX55uxUX56XE56S4848Ys53s,6000.0,7440,28899,9174,37
200,Otylia,Ziolkowska,qw51g5256tC5248GBv50fq56ke5451pek5553,485448NN495555U515551G50WEaV56f524856U51X,5300.0,3563,31308,7964,27
201,Emil,Jasinski,KI49P52jle55Xbi52FKt5349N52,hJqniFNAm55NF49hotwVa50,3000.0,196,14479,6799,34
202,Eustachy,Urbanski,,,9100.0,19205,31339,2385,26
203,Alex,Zawadzki,4855P55j565550hmOYH54GP48Q52lRU56d48Gifye49VKL56mH56lg49n,Mr48y49rVXV5351nCk50O4950r545351winNDq4855Q50oy51T5249FyE55,3300.0,3532,37576,1494,45
204,Arleta,Adamska,,,3300.0,14699,23318,9059,22
205,Anatol,Witkowski,Pek56N5155bbks52o56TRU,K5156B4950k5150B53V49Y53y54,9100.0,16683,10394,9924,9
206,Jozef,Przyreba,uHuorEeT56vX52R5154O56eA51jkko48K50NjhKuaMi53,484952DTcHc54pP55aXWbX48JtDMK48HNQJaU48JI55Ys,4500.0,4970,11654,2507,20
207,Oktawian,Kubiak,,,3000.0,17171,7573,4403,71
208,Jowita,Pietrzak,,,5500.0,20516,8104,6471,41
209,Honorata,Zawadzka,OQD53oIw52s5452F54AD48D51,53V53gufe48WQxJ51xY5153i,3300.0,16956,4346,9463,97
210,Adrianna,Jankowska,,,6000.0,26994,31517,3285,22
211,Leszek,Kubiak,,,3000.0,23272,33882,1853,74
212,Maja,Piotrowska,i54LLiFlCumN53llsC,E49bI49IbC5349k5448FLj,5300.0,3430,8500,1355,17
213,Agata,Wojcik,Uq51tbpvi49Gyp50Lt51PeoyFed49I56mVWh56EBgkb48BApW54,rhWK54Ui54b48HX5554OAbajaMgGuN50xt54IxryORR515154dY56,5800.0,13575,23504,279,46
214,Kazimierz,Zalewski,UCVy49BXoKMJ50mcB49gX5651ha51R55ip,gt53b494952OUn50tq53N5248iv4851jMJV5153,3700.0,7651,14441,4819,21
215,Jan,Jasinski,,,5100.0,25977,11073,6662,40
216,Igor,Jasinski,r54baH545255WebjjOeSF56cO53h5350ylTFb51F5351SN,JYryiD53p54K5456vW485355D4854Hf53kbMiqjqQ52u50p,4200.0,28409,23268,5484,75
217,Czeslaw,Krupski,,,5500.0,5798,12233,9836,22
218,Nikola,Ziolkowska,,,5500.0,4975,32033,7775,31
219,Oktawia,Krawczyk,53bO53BVkj55n4948WVkLX48XwCB56tqi52xhwPT55UFy48535055UA,545355xAd555356r52ocf5151p49A5252n52F48uSdHUs51vgBdF5150a49e,4200.0,14641,26679,7829,92
220,Antonina,Ziolkowska,B5652W4949n5253pP56yp50gddj5250d,K5350EiAtn51sw49F49L54p49hE5455,5300.0,8989,24667,9510,91
221,Leszek,Kozlowski,,,3900.0,21464,20240,5150,10
222,Jozefa,Chmielewska,48K55I56m55TvbiwKjjuO55hSKrVmo48HhjM,l50SnFG53u525151mP5251F48tJ50TgEaWKjl53I,6000.0,23778,10025,5351,32
223,Monika,Zielinska,53lrFW52uWtGXWK56wby5451Ya54q48q,dus5055inVR5148X51u55HbeAyH54DW54,6600.0,24525,6762,439,73
224,Andzelika,Jaworska,,,4800.0,13278,27312,9838,67
225,Boguslawa,Sikora,,,4800.0,15188,21538,604,1
226,Lukasz,Witkowski,b5648NEtt50lXOGM48WDehsU48E,Er55MlWWGr4851e5351n53WfSI54k,4900.0,28290,39982,9662,31
227,Marcin,Jakubowski,,,5300.0,19244,23561,7982,56
228,Maja,Gajewska,,,5500.0,19538,12824,6669,44
229,Olga,Ziolkowska,,,5100.0,23605,1760,2153,81
230,Nikola,Sikorska,,,6900.0,11090,26696,5514,44
231,Zofia,Pietrzak,,,4000.0,23741,4505,6642,76
232,Dagmara,Gorska,i54525150m55lk50495049tylEp53kmQDD51L48Hkb55o4849,T51d49bUJBU55JReVMrr5248baoO54ahMYr55E55Bx,4500.0,17033,25318,6996,3
233,Zofia,Marciniak,KGXG4952q5153qFX48TP48Sjv52l55lSTj54,Qj51QF56ExHo5655BTh55y51RmfV55tPDb,4200.0,21322,5896,872,31
234,Helena,Brzezinska,5453pYrq53ud49EPh49ocfeorw49t535452AljStdcSL53HXHnTS5253,L5049tywDq49qFvrCTCnDisXm54lI51O51MPUSj54uJ50OEMX56SC,6900.0,8430,35985,5983,47
235,Cezary,Jasinski,,,4800.0,15009,2321,2364,17
