31584016423,1987-09-12,B+
53118743523,1994-02-08,0-
88764088542,2013-08-01,0+
42454744852,1975-06-19,A-
05631048287,2015-09-22,A-
57507555381,2000-02-01,AB-
70583587448,1980-09-11,B+
68843151528,1973-04-08,A+
31726830282,1975-05-17,A-
15803884782,2011-03-28,AB+
36567476265,1990-11-14,0-
74014035112,2013-10-17,0+
15731183240,1973-03-26,0-
85078121488,1989-05-14,AB+
55567845745,2013-04-17,0-
46204216827,1996-04-08,A-
58057450634,1986-01-12,B-
01364037173,2016-09-15,AB-
13061771727,2012-03-18,B-
02350336287,2011-01-18,AB+
01272010602,2010-04-27,A+
06450600217,1998-03-03,0-
56302823563,1980-12-19,0+
72177244843,2015-04-24,0+
42834723844,1988-05-04,B+
25823428785,2010-09-06,B-
12036173284,2006-09-03,AB-
65613056873,2014-01-07,AB+
45172075265,1978-11-11,B+
06832441061,2000-09-25,0-
50041135348,2000-07-22,0+
65432801554,2020-02-02,B-
78624356255,2019-05-28,A+
84422170084,2010-01-24,AB+
80086253772,2001-03-18,A-
85386603041,1997-01-15,A-
86451486825,1979-07-23,A-
45607532064,1994-09-21,A-
82444213440,1999-09-23,B-
33840274422,2006-03-22,B+
46256502813,2016-03-27,0+
62451675851,1975-05-11,AB-
51247104242,1997-11-21,B-
58263623847,1984-02-23,AB-
50716825300,1972-02-27,AB+
28782353635,1971-09-12,B+
45447388216,1983-11-13,0-
87450881707,1994-12-01,A-
38145340300,1975-02-26,AB+
54104607704,2012-10-28,0-
10023885852,2011-11-18,AB+
24672121520,1994-11-05,0-
53411136554,2008-12-17,B+
45648346258,1987-08-06,0-
55278624743,2004-01-06,0-
24260047538,2011-06-20,AB-
00050130105,1975-03-22,0+
27604617183,1990-06-02,AB+
42108662810,2013-06-02,A-
60725335661,2009-07-14,B-
11283816552,2005-04-02,B-
07401580824,1982-06-10,0+
71123201486,1972-10-07,A+
64342501052,1997-02-16,A+
66310653135,1992-01-11,0+
43633738567,2013-02-10,0-
45103852211,2021-06-04,AB+
61675807741,2013-06-22,A-
77415128881,1981-08-17,AB+
50455802407,1990-07-14,B-
16164062684,1996-03-20,B-
10687336418,1980-02-12,B+
54525778876,1977-12-28,B-
35571180176,1990-09-03,B-
32538882814,1995-11-23,AB+
63774678780,1988-04-20,B-
58405018207,2017-04-08,B-
42712582758,2003-08-18,0-
13162427351,1996-04-10,A-
66217834471,2021-11-07,0-
02034566718,2010-01-21,AB+
03240073765,2021-07-06,0+
76217686683,1991-01-01,B-
22318350445,2014-10-12,B-
86744378821,1993-06-01,A-
63117433784,2021-11-09,A-
06634554548,1988-09-18,B-
20747033446,1998-09-01,B-
26212616188,1992-11-19,AB+
03750814084,1983-04-01,0-
10634431555,1977-05-27,A-
45340311400,1992-04-06,0+
43646110782,1974-01-10,A+
71270254486,1975-03-21,A+
51623282167,2014-02-15,AB+
62303761261,2001-11-05,B-
55546105051,2021-09-04,AB+
41613623157,2003-06-15,0+
20472800151,1990-07-22,B-
60886567536,1995-06-17,A-
54458258554,1993-05-10,AB+
44721361352,2001-01-26,0+
75478335116,1978-04-16,AB-
88734257137,1975-05-11,0-
62656321078,1973-05-14,AB-
23565337438,1975-11-04,AB+
66505612131,1972-07-21,A-
45646567244,2013-11-02,AB+
82023186550,2010-12-03,AB-
22538227356,1993-07-14,AB-
34300105244,1995-01-08,A-
12273545561,1992-04-11,B-
65510762740,2012-02-08,AB+
43427348245,2010-05-04,A+
58328231647,2018-07-21,B+
52635482302,1985-09-20,A+
31228707878,1987-02-07,B+
44426240331,2020-08-20,B-
32177216877,1983-07-05,B-
67070865704,2016-10-06,B+
58523575543,1990-11-21,0+
54517832743,2019-04-16,B+
37357301537,2010-09-13,A-
35156568578,2010-04-10,0+
87267343760,2014-08-24,AB-
22748828334,2012-05-11,A-
08727068881,1972-03-06,AB+
56552248437,1998-12-06,0+
77222352785,1986-10-13,B+
84700547552,1999-09-14,A+
43857684811,1982-08-16,0+
56522236772,1995-03-18,B-
32572062444,1971-06-28,AB-
13852054088,2002-08-07,AB+
41426553270,1970-06-21,0-
12228831608,1992-11-09,B-
37824504558,2008-01-22,0+
25605538468,1990-06-07,AB-
72502538717,1985-03-11,A+
15127725473,1970-03-19,0+
63404635567,2020-03-26,0+
06124863877,1992-12-26,A-
07381223454,2002-06-19,AB+
24743363126,2011-12-20,0+
47015188344,2012-09-08,0-
70286561836,1973-11-15,B+
56024241071,1995-11-24,AB+
62404145785,2008-01-21,A-
64724450438,1984-07-15,A-
57411544638,1971-03-15,0+
14144733225,1979-12-20,0-
36230802814,2021-09-12,A-
55862147057,1985-10-10,0+
23228376807,1996-12-21,0+
32465354566,1989-08-24,AB+
15850742813,1982-07-10,A+
17276232280,2018-07-07,B+
74012077305,1989-04-16,A-
26648728157,2016-02-28,B-
81645607127,1974-10-23,B-
24533811278,2000-11-11,0+
52167355615,1995-06-19,0+
64127713308,1975-11-27,B-
70603277472,2000-03-06,A+
82340548185,2007-03-22,AB+
28411458536,1985-10-18,A-
16433455777,1995-01-01,AB+
43813588356,1997-05-10,A+
04504866515,1987-09-23,0+
01438254310,2019-06-19,A-
55827065844,1972-03-19,A+
12410460766,1984-08-05,0+
76077421478,1988-01-04,AB+
68077686582,1993-04-14,AB+
41385480213,2002-06-15,B+
66400770480,1998-07-06,AB-
55115647672,1978-06-20,0-
41404751226,1981-02-21,A+
35224074604,2018-07-18,AB+
76882483288,1991-04-16,A+
88788237562,1993-02-22,0-
58776888831,1994-03-13,AB-
86153355713,2017-08-15,AB+
08606686430,1994-09-19,B-
05705806407,2014-09-06,0-
46641357764,2008-04-07,0-
18105084072,1977-01-21,AB+
83506760386,1977-01-22,0-
61525242163,1984-03-27,0-
66517373582,1985-04-08,0+
63572846337,1970-02-09,B-
71508360130,1980-12-11,A+
80473232074,1974-04-25,AB-
15343427157,1978-05-14,0+
00462008273,2016-07-06,AB-
11630415742,2015-05-06,AB+
75603550264,1997-07-16,B-
16267284678,1984-08-07,B+
23237443384,2018-12-06,B-
36562378444,2016-03-21,A-
81784038271,1985-03-22,0+
11248814350,2010-07-16,A-
87628823362,2011-08-12,AB+
12705546751,1983-11-17,A-
34442860686,2020-10-13,A-
57025855081,1971-03-04,B-
23168300432,1982-10-03,A-
84863627812,2018-04-23,B+
26157335008,1995-10-22,B+
70527432705,1970-12-16,AB-
45086837335,2008-06-10,AB-
74556414726,2021-04-27,AB+
07028732310,1987-07-27,AB+
38816036603,2002-06-19,AB+
77080417217,2016-02-13,B-
01743806127,2015-03-22,A-
13801544638,2000-10-15,A-
03614116105,2001-10-15,0+
80314766760,1997-04-12,A-
51120481144,1995-11-06,B-
60670550633,1981-03-08,AB+
81280844024,1996-09-18,A+
02654781387,2000-04-08,AB+
23177160537,1992-03-22,A+
14125424328,1980-05-05,A+
72812845815,2008-02-20,0+
67758011264,1993-03-02,0+
36828443645,2020-09-24,AB+
78611248872,1992-12-23,B-
45156747788,1988-10-05,0+
37681441300,1991-08-10,AB-
64824470625,1973-04-27,0+
62234244556,2014-09-23,A-
74845030300,1995-10-27,AB-
61113004878,1997-12-27,AB-
74056201585,1983-06-24,A-
04053523501,2005-10-01,AB-
34573064735,1979-04-18,0-
57151773345,1975-09-01,B-
06327105563,2006-08-24,B-
58658613271,1987-08-12,B+
64773005213,1988-12-23,0+
13481120068,2007-03-24,0-
48824527104,2011-11-08,AB+
65818682002,1988-01-01,0+
36528305317,2019-06-21,A+
60377745513,1982-10-20,B+
50717671617,2018-07-21,B+
04884245576,1988-08-27,0+
57416728551,1993-01-03,A-
80043314710,1979-04-28,A-
05325425331,2019-11-18,B+
64450373606,1993-01-14,A-
38164707418,2007-11-24,0+
76777058821,1971-08-15,A-
58811363151,2007-07-09,A-
86277043838,2015-07-24,A-
82177538627,2017-02-19,AB-
20584771737,1970-09-26,B+
52844082034,2011-07-25,0-
44103254078,1974-08-13,B-
50727081740,2000-08-10,0+
04125045358,2014-08-11,B-
11172575217,1978-05-11,0-
68637325387,1995-10-01,B-
51640207507,1990-11-22,A+
31223877648,2006-04-14,AB-
11450373308,1975-03-09,AB-
44667886633,1971-08-17,AB+
45716108843,1972-01-10,A+
63427147076,2017-12-03,AB+
44187180444,1982-03-08,AB+
15516627656,2016-09-02,B-
76156858140,2007-03-19,AB-
20478485555,1985-12-05,0+
05706511082,1977-11-17,0-
17516550231,1981-10-26,0-
01038164714,1992-12-15,0+
66507378043,2012-09-27,B+
84422380653,1985-04-13,0+
50686787517,1993-11-06,AB+
13581668214,1974-10-10,AB+
58044234038,1978-11-01,B-
24807626186,2015-11-18,B+
62324762481,2000-07-18,B+
36004734376,1998-09-24,0-
36671287431,2010-05-24,AB+
16780166056,2012-12-08,B+
23616727584,1975-05-05,B+
82233428321,1981-09-02,0+
65537832745,1995-12-10,A+
14487814732,1999-12-10,AB+
45661456170,2021-03-28,A-
61100047644,1998-10-16,0+
78080016315,1982-09-10,0-
04312122254,2017-01-26,AB-
43631506005,1975-11-17,A-
71356750243,1984-09-24,B-
03306231326,2014-01-25,A+
60137474504,2001-01-03,AB+
60006504280,1990-09-19,0-
12808064711,2007-09-02,A+
08578321755,1996-10-19,B-
16246747350,2003-04-01,A+
17348420511,1984-11-06,B-
21846345486,1979-11-11,AB-
70872732282,1977-08-20,AB+
46323331544,1999-11-08,B+
12036126523,1986-12-06,A-
64856353623,2001-05-04,0-
80064183312,2001-07-13,A-
24721566107,1975-11-18,AB+
41452334271,1992-12-26,B-
20076316101,1979-03-24,AB+
47760348014,1975-04-23,A+
53181478448,2001-10-03,0-
01537326540,1986-10-14,A-
74536603538,2020-01-15,B+
48335623176,1971-08-13,B+
42471221568,2015-09-18,0-
56384737820,1970-11-09,A+
54520432763,1988-09-22,0+
83566441557,1996-12-27,B+
25273145137,1993-06-13,AB+
03271004467,1987-11-06,0+
51828200645,1986-07-04,AB+
01533230607,1992-11-15,B-
87066786362,1997-09-15,B-
38712856612,2015-11-14,B+
17332085307,2007-08-10,A-
41845521137,2005-09-14,0+
67505873316,1987-08-12,0+
51055544240,2009-01-01,AB-
40515371220,1996-07-10,B-
31752684477,2011-12-23,A-
87155024534,1992-08-23,B+
33478174365,1995-04-01,A-
54232232353,2000-08-27,AB+
00252170885,2007-07-18,A-
08777684246,1997-03-27,0-
77527672442,1995-04-27,B+
52785442140,1987-07-06,AB-
77858586565,1990-03-24,0-
50188624682,1992-11-27,B-
10064528214,1984-02-25,A-
67056500407,1999-12-25,A+
02717503368,2000-03-03,0-
64118502621,2014-08-27,0+
13807064854,2014-02-08,AB+
84434845762,2018-01-28,0+
64176807152,1987-04-24,AB-
83621788688,1985-03-15,0-
62442173601,1979-02-24,0-
82836624178,1982-09-21,B+
24276108578,2002-12-25,A+
16352807882,1977-11-16,AB-
46242848467,1982-10-09,AB-
72733461535,2017-05-06,A+
36701454408,2003-12-18,A-
73106866582,1983-09-07,AB+
13305257732,2018-02-22,A+
21882361001,1976-01-26,B-
65321547732,1996-10-16,AB+
55752370722,2005-08-02,AB-
07416584850,2014-12-10,A+
27654051351,1970-01-04,0+
38733473163,1978-10-04,AB+
15207172671,2009-07-07,0-
51161160286,2016-12-18,AB-
62385374205,1970-05-15,0+
13671685033,1995-04-02,B-
11776858084,1974-04-24,AB-
74500131118,1979-02-27,AB+
11878261118,1978-11-23,B-
13004768746,1983-10-02,A-
62082066525,1977-01-24,AB-
50808611384,2005-01-07,AB-
46142155673,2000-12-22,B-
88056166181,2011-04-25,B+
35424710886,1981-01-03,B-
73633372001,2002-02-07,AB-
50558542040,1971-03-05,0-
68015012116,1978-09-26,AB+
35853747563,2008-09-09,AB+
28847667841,2019-01-21,AB+
82285686774,1983-10-22,B+
76621060237,2016-10-02,AB-
86540605764,1987-10-10,B-
52804303050,2003-01-08,AB-
82233148026,1994-06-21,A-
66853051715,2020-07-10,0-
88437860820,2013-05-06,0-
06827510268,1989-04-11,A-
51661851120,1995-11-19,AB-
87482387428,1978-06-04,AB-
37063448774,1985-01-07,B-
70626346465,1983-09-10,0-
74732140880,2021-09-06,0+
36136172470,2011-03-19,0+
06218300334,1974-08-20,0+
27181830180,2015-01-15,A-
05683056577,1989-10-08,B-
58718240030,1985-09-28,B+
13070272804,1971-12-17,0+
35177265232,2016-09-28,B+
45170530357,1997-09-20,B-
64255244658,2016-03-28,AB+
38776428205,2016-09-03,AB-
75245772210,1996-10-13,A-
40838235372,2005-11-22,A-
47367713367,1994-07-08,A+
18764778442,2016-06-11,A+
18706173376,1988-08-27,AB+
71363823244,2004-09-28,AB+
72410836681,1991-05-11,0-
86887083770,1990-08-25,B+
02536384402,2012-08-21,B+
71557367787,2019-10-17,A-
07816766226,1994-05-12,AB+
72048273713,2007-07-02,AB-
60736810153,1998-04-24,AB-
60313368518,2002-12-10,A+
53360301505,1971-06-01,0-
54708844008,2021-08-07,0-
44107648257,1983-06-21,AB+
75422122311,1980-10-05,0-
75228800403,2018-03-04,B-
52378433408,1985-12-18,AB-
31361258410,2002-05-13,B-
71685413578,1986-04-21,A+
31822505341,2004-11-22,A-
52258747003,2020-12-07,B-
43720018435,1996-05-13,B+
17663705535,1977-04-25,0+
43128720056,1986-09-17,AB+
05106102624,2020-09-04,B-
06574204700,1988-10-20,0+
11248647525,1981-01-24,AB-
17141326457,1988-03-06,0+
22513810501,1984-03-25,A-
63567431054,1976-07-23,0+
73213010452,1982-06-02,AB+
51560102820,1987-12-04,A-
21761772242,1989-01-15,0+
04835570324,1978-06-04,AB-
66184072053,2004-12-18,A+
20371337480,1995-09-07,0-
26011338005,1979-08-13,A+
45562400750,2005-03-12,B-
20500563012,1975-09-02,B-
56826078353,1984-01-27,AB-
67076042700,1984-06-22,A-
58872634232,1979-03-07,AB+
70855416464,1997-01-05,AB+
04282301334,2019-05-26,0+
27171602727,1971-03-18,A-
24303283254,1976-02-21,0+
64388335277,1992-11-28,AB-
86421570331,2014-03-28,B-
10280507267,2007-07-23,B-
18688446637,2005-12-15,0+
66873244417,2012-10-13,0-
00680657477,1973-03-26,A+
65650010670,2014-03-04,AB+
07624146836,1985-07-24,AB+
04486382227,2011-02-18,A+
27257000362,1996-04-04,0+
82534320301,2005-02-23,B+
44837808445,2009-06-10,B-
64111862571,2017-02-01,AB+
53278602423,1971-05-01,A+
54753740815,1994-10-21,AB-
47230085668,2005-06-21,0+
78012431825,1974-04-24,AB+
66483114105,1989-07-26,B+
52252002032,1993-08-24,A-
00868765177,1974-05-03,0-
48547647188,2004-08-15,A-
61465448708,2013-12-10,A+
02004756467,2001-01-17,A+
33586125076,2003-07-05,AB-
80513476031,1977-05-22,AB+
05888704325,1998-02-26,0+
65018430413,2003-08-16,A+
42587364711,1974-06-06,B+
37142103721,1982-10-02,B-
23833768480,1997-09-12,B+
52767306522,1977-01-28,AB+
07748866476,1981-07-03,A+
45805245643,1993-05-25,AB-
06026414833,2005-08-27,AB+
56280401511,2016-12-13,A+
20245385546,2014-06-05,AB-
58737778610,1981-08-18,0-
87643544514,1988-03-15,A+
87875308325,2008-04-18,A-
60517505124,2015-03-07,AB+
70567377071,2017-01-07,AB-
82064130676,2017-10-17,AB-
44442406350,2009-06-24,A-
70513286735,2005-06-02,0+
68748071032,1986-10-21,0+
75054000137,2019-06-23,A+
14113170313,1984-03-20,0+
84044203863,1988-11-02,0+
58752003670,1983-01-14,0+
67448141688,1996-08-25,AB-
44424515661,2012-02-12,0-
37032431633,1997-08-10,0-
62556422006,1991-05-06,A-
63842421767,1975-07-16,AB+
03183500337,2006-06-24,B+
84226070671,2009-11-05,A+
30365146711,1998-05-08,0+
13348073353,1988-08-01,0+
84838702208,1976-11-14,B-
45670562751,2015-04-26,AB+
08700554332,2017-03-13,0+
87328763431,2021-06-21,0+
78146312067,1973-03-09,A+
41081812251,2013-06-11,0-
62016715761,2016-09-19,AB+
62254820457,1984-12-17,0-
04740513245,2019-06-22,AB-
15427452232,1979-11-05,AB+
66727221747,2018-12-03,B-
42133286855,1987-06-16,B-
76102178336,2007-08-21,A+
85228880468,1988-02-03,B-
14784676035,2020-03-01,0-
15847251438,1988-11-17,0+
47303004258,1998-04-02,AB-
15280882625,2002-01-04,0+
06608005641,2007-08-21,0+
24774071582,2018-01-20,0+
63133278284,1977-01-17,A+
76846443533,2009-04-19,A-
58046837612,1984-06-23,B+
13760642628,2001-07-01,0+
11036015282,2014-07-20,0-
51510175573,2019-01-27,AB+
60137756040,2014-07-17,AB+
88006734068,1978-01-17,AB-
70504848877,1997-12-11,0-
22455601785,1984-11-12,0-
18553003467,1998-10-09,A-
17402356525,1979-03-01,AB+
21584411234,1987-09-11,A+
83234505245,1998-06-18,B+
15150263856,1984-08-13,AB-
21343246816,2002-11-23,AB+
17377608776,1998-05-24,B+
00485605613,1989-05-24,0-
23464232678,1978-02-10,A-
61335242873,1993-05-11,A+
54185127312,1999-09-01,0-
80861643710,1997-10-17,AB-
77627020760,2009-10-05,B-
74264186457,1987-12-27,0-
43061714760,2002-02-26,B-
66108748213,1995-07-19,AB-
20051541113,2012-11-19,B-
55003380305,2013-11-20,0-
18568343757,1982-09-25,0-
81053673727,1986-06-13,0-
37103345622,2001-03-05,AB+
82013482585,1981-07-10,0-
37512121681,1997-09-13,A+
37126645865,1982-03-28,A-
55038181234,1985-11-28,B+
64461535560,1970-12-03,AB+
45155358013,2006-11-25,0-
75768415132,2020-10-21,AB+
22713635107,1992-06-26,AB+
48746785263,2017-08-16,AB-
50475676482,1995-02-18,B+
76737100384,1975-12-22,AB+
74713850002,1977-10-19,0-
78656602743,1993-07-13,0-
63067177636,2007-09-27,AB-
37235601163,2003-08-18,AB+
74331048525,2016-01-15,A+
66447140741,1974-09-15,A+
53246136551,1993-07-01,A+
74467865788,2000-07-27,AB+
72058571784,1973-01-27,AB+
77508001161,2002-09-08,A+
11043140477,1975-10-22,0-
27522112557,1984-12-28,A+
54385252742,1974-04-04,A+
23872574558,1975-02-03,A-
68326461307,2021-08-25,A+
84111527040,1977-06-20,A-
53203075866,2018-03-17,0-
61441185610,1972-06-09,B+
50304430302,2002-10-28,AB-
80144370400,1970-08-03,AB-
46360053458,2012-05-25,AB+
06261021778,1975-07-16,AB+
35236835270,1980-07-19,A-
32801428163,1994-11-08,A-
21444450160,1994-02-28,B-
81287305163,1985-04-18,0+
64511268770,1981-06-25,0-
12374287140,1988-08-24,0+
02350681776,1998-06-06,AB-
16714242147,2006-08-07,0+
51401650655,2015-01-12,0+
34703235136,1998-01-14,0+
63018606357,2008-09-04,0+
82788081740,2004-08-05,A-
88422467770,1989-11-09,B+
06313572760,2009-05-26,AB-
73301351064,1991-10-03,B-
80052608725,1974-03-01,A-
32208326612,1972-12-01,AB-
87021182883,1990-08-12,A-
83637415435,2011-09-13,0+
26878715116,2017-02-28,0-
30017256155,1996-03-13,AB+
56413723151,1972-01-06,0-
01566265331,2000-09-20,B+
30732415173,1988-04-15,AB-
56437547765,2020-04-17,AB+
68322171658,1977-12-14,AB+
48806616806,1992-07-08,A-
72224210766,1970-04-24,0-
22468666551,1973-04-05,B+
40151321533,1974-08-16,AB+
45286478888,2011-08-24,B-
85677346546,1981-10-17,0-
24820720043,1975-06-05,A+
18523352245,1978-01-16,B-
42220477654,2011-09-11,AB-
23540078666,2013-01-23,A+
31463022572,1983-09-05,A+
70343465776,1999-07-28,0-
00313548365,1991-11-16,0-
63804512267,1978-02-20,B+
81626156444,1993-01-01,0+
21567685465,1990-02-20,A+
12167113248,2017-02-08,B+
76352713517,1979-10-26,A+
44804384454,2017-11-27,B+
47168740420,1974-07-03,A+
88034827761,1985-03-21,B-
41412188340,2017-05-13,A+
61034847220,1981-09-16,AB-
76203211380,2004-09-26,0+
41106371367,2018-02-20,0+
56857182066,1988-11-04,A+
46411145740,2002-09-26,0-
12846372204,2017-05-27,B+
86632336025,2004-04-05,B-
66803010578,2009-05-20,A-
67561706282,1984-10-11,B-
30655468105,1983-07-17,AB+
65840067336,2015-11-23,A-
65404758853,1981-01-05,A-
26771426710,2005-06-23,0+
11736660581,1990-06-15,0+
00461176483,1970-09-23,0+
85441614441,2019-04-15,AB+
53738517338,1985-12-19,B-
35668352731,1976-07-03,0+
