132,Zabiegi,4796,13269,5829
133,Wizyty kontrolne,2543,33184,8342
134,Badania,9037,26801,8272
135,Badania,9656,12722,9389
136,Badania,3063,25292,7702
137,Wizyty,7478,31610,3985
138,Zabiegi,1416,26024,827
139,Zabiegi,1998,30407,32
140,Wizyty kontrolne,2295,12656,3751
141,Wizyty kontrolne,2435,13298,59
142,Wizyty,5009,8890,5332
143,Wizyty kontrolne,5660,8862,4405
144,Wizyty kontrolne,181,17734,3870
145,Badania,3466,8119,5137
146,Zabiegi,6796,25533,2673
147,Wizyty kontrolne,3849,23349,1991
148,Wizyty,3213,24948,7631
149,Wizyty,96,21463,7359
150,Badania,3680,38888,6855
151,Badania,9111,24554,7395
152,Zabiegi,9347,25730,2750
153,Badania,4521,23554,9153
154,Wizyty,6737,4306,6553
155,Zabiegi,1778,25661,7319
156,Wizyty kontrolne,8098,7702,7680
157,Wizyty kontrolne,2370,27525,693
158,Wizyty,4955,11057,285
159,Badania,3710,21771,3390
160,Wizyty kontrolne,8991,10037,4218
161,Wizyty kontrolne,2025,35854,1478
162,Wizyty kontrolne,8104,8348,7222
163,Wizyty,5051,9620,6212
164,Wizyty,8062,3144,3712
165,Wizyty,7210,238,2753
166,Badania,5694,33288,4026
167,Wizyty,3966,22517,8407
168,Zabiegi,5452,11028,935
169,Zabiegi,8071,14545,7763
170,Zabiegi,587,23629,4812
171,Wizyty,1836,21230,6403
172,Wizyty kontrolne,817,31040,210
173,Zabiegi,4949,20486,3992
174,Wizyty kontrolne,5482,23458,9410
175,Wizyty kontrolne,1675,39324,5429
176,Zabiegi,4397,38098,5911
177,Wizyty,4509,20157,9053
178,Zabiegi,8265,2971,1551
179,Badania,6704,34686,5384
180,Badania,425,21105,1034
181,Wizyty kontrolne,4537,38786,1854
182,Zabiegi,8362,35057,4793
183,Zabiegi,8018,27443,8458
184,Zabiegi,820,7651,6031
185,Zabiegi,3839,6278,4984
186,Wizyty kontrolne,3552,24185,2467
187,Badania,1847,30522,8118
188,Zabiegi,9445,18028,7499
189,Wizyty kontrolne,1935,15414,7412
190,Badania,3781,20211,1642
191,Zabiegi,3522,7450,1006
192,Badania,9873,19572,9271
193,Wizyty,3934,26134,6823
194,Badania,8863,268,6089
195,Badania,9373,20178,3641
196,Wizyty,3953,26556,2239
197,Wizyty,5893,16309,186
198,Wizyty kontrolne,8642,31460,2566
199,Badania,1652,31466,5417
200,Wizyty,4998,31432,2015
201,Wizyty kontrolne,8432,16414,8880
202,Zabiegi,6796,31374,3547
203,Wizyty,3346,8127,98
204,Zabiegi,9071,24125,1921
205,Zabiegi,5823,16958,7835
206,Wizyty,176,4608,5140
207,Zabiegi,8983,23205,4312
208,Wizyty kontrolne,4197,17663,7607
209,Zabiegi,5961,6863,7463
210,Wizyty kontrolne,4250,22506,2614
211,Wizyty kontrolne,30,16117,6198
212,Wizyty kontrolne,232,2340,6857
213,Zabiegi,5408,14861,1799
214,Wizyty,8561,35816,5266
215,Wizyty kontrolne,9109,2213,3809
216,Zabiegi,8923,33450,2153
217,Wizyty kontrolne,1081,14760,218
218,Wizyty,6042,10137,1381
219,Wizyty kontrolne,4661,31704,6091
220,Wizyty kontrolne,7462,10012,5089
221,Badania,1600,4626,8432
222,Wizyty kontrolne,1172,34647,2969
223,Zabiegi,6898,17167,7925
224,Wizyty kontrolne,6422,24101,3610
225,Wizyty kontrolne,9899,21087,1273
226,Zabiegi,8674,34780,9508
227,Wizyty kontrolne,7035,31341,9774
228,Badania,9465,35918,139
229,Wizyty kontrolne,3086,3136,2982
230,Wizyty,9008,24132,6641
231,Wizyty,2455,7925,6663
232,Wizyty kontrolne,3285,23811,6110
233,Wizyty kontrolne,3922,1608,5720
234,Zabiegi,2054,38152,4296
235,Wizyty kontrolne,1541,33482,1505
236,Badania,1260,20301,6202
237,Badania,5136,22441,7038
238,Badania,404,28292,17
239,Wizyty kontrolne,7283,8429,4940
240,Wizyty,1541,31960,4201
241,Wizyty kontrolne,5900,27062,4746
242,Wizyty kontrolne,8193,15729,3524
243,Badania,4701,32449,9481
244,Wizyty,535,28462,4099
245,Zabiegi,6702,10914,9708
246,Wizyty,1446,27178,7258
247,Wizyty,9023,34249,7352
248,Zabiegi,768,6265,1808
249,Wizyty kontrolne,5123,17855,8725
250,Badania,9539,6313,4540
251,Wizyty,4223,37159,4474
252,Badania,4096,24772,232
253,Wizyty,6399,29631,7972
254,Wizyty kontrolne,8590,12426,850
255,Badania,2916,31646,735
256,Zabiegi,53,9529,422
257,Wizyty,3898,24693,3803
258,Badania,1920,23558,8164
259,Wizyty,7831,27792,952
260,Zabiegi,7186,34979,7711
261,Zabiegi,3991,33082,6093
262,Badania,618,35084,2272
263,Wizyty,7020,39301,5771
264,Wizyty,7924,13071,3093
265,Wizyty,6139,24513,3037
266,Badania,8439,38161,6467
267,Badania,2703,33446,1072
268,Wizyty kontrolne,5172,28492,4850
269,Badania,2151,35777,7608
270,Wizyty kontrolne,4706,26156,9559
271,Wizyty,2698,5805,4455
272,Zabiegi,2176,15631,8205
273,Wizyty kontrolne,3606,24346,5957
274,Zabiegi,5373,35526,6843
275,Badania,9258,2570,4502
276,Wizyty kontrolne,132,35793,195
277,Wizyty,4009,10382,4921
278,Wizyty kontrolne,8969,34214,7294
279,Badania,5324,10700,1894
280,Zabiegi,2939,20267,9426
281,Zabiegi,3936,34236,9517
282,Badania,1140,2935,62
283,Wizyty,743,33574,1514
284,Badania,5494,31188,4986
285,Zabiegi,4192,7717,5941
286,Wizyty kontrolne,666,25663,2490
287,Zabiegi,8368,20966,8844
288,Zabiegi,1350,6393,5899
289,Wizyty kontrolne,4138,17321,5041
290,Wizyty kontrolne,4429,37456,4621
291,Zabiegi,7389,32528,6529
292,Zabiegi,848,26158,4994
293,Wizyty,2840,36798,9540
294,Zabiegi,6330,35118,6853
295,Badania,7910,1517,2015
296,Wizyty kontrolne,452,11766,7265
297,Wizyty,5879,38205,8967
298,Zabiegi,4605,30452,7461
299,Wizyty kontrolne,4506,11194,4115
300,Wizyty,9955,25682,4639
301,Wizyty kontrolne,4484,11037,9735
302,Badania,4321,25371,3976
303,Wizyty kontrolne,6117,33328,6669
304,Wizyty,6998,9587,10000
305,Wizyty,4183,27211,5106
306,Wizyty,8623,5298,7556
307,Badania,4574,667,8517
308,Wizyty,6858,32624,5544
309,Wizyty,97,27892,7280
310,Wizyty kontrolne,2029,29500,8716
311,Zabiegi,5366,13113,923
312,Zabiegi,4504,9928,127
313,Wizyty,710,13086,2950
314,Zabiegi,5139,33873,8989
315,Wizyty,7289,4694,6661
316,Wizyty,9388,32340,7474
317,Zabiegi,8467,10020,7601
318,Badania,253,34728,8601
319,Wizyty,9711,31813,8763
320,Zabiegi,8593,10238,420
321,Zabiegi,8214,38702,6161
322,Badania,8188,34594,8961
323,Badania,9294,11025,5718
324,Badania,1683,568,9413
325,Badania,5646,30934,7486
326,Wizyty kontrolne,8975,8385,5205
327,Wizyty,9503,7716,3726
328,Zabiegi,1,5014,6408
329,Wizyty,8686,35031,4304
330,Wizyty kontrolne,4723,14633,886
331,Wizyty kontrolne,1519,32073,8892
332,Badania,1502,38344,7019
333,Badania,1126,37451,8800
334,Badania,9813,25499,8596
335,Wizyty,7439,39210,5929
336,Wizyty,3441,8611,9376
337,Wizyty,8023,25964,9607
338,Wizyty,6878,15675,8527
339,Zabiegi,2516,38802,3228
340,Badania,4995,35864,7494
341,Badania,7012,16982,1437
342,Badania,6443,23307,9465
343,Zabiegi,8923,3052,4127
344,Wizyty kontrolne,6980,22271,913
345,Wizyty kontrolne,156,34266,2534
346,Wizyty,5437,23074,9652
347,Wizyty,5779,23721,3036
348,Badania,8439,27739,1630
349,Badania,1521,25128,480
350,Wizyty,5421,2265,5918
351,Wizyty,8342,35460,3438
352,Wizyty,221,3163,9038
353,Wizyty kontrolne,5344,26654,5420
354,Wizyty kontrolne,2148,14833,8706
355,Wizyty,1540,18568,9693
356,Wizyty kontrolne,1653,11262,9080
357,Badania,6288,15365,8506
358,Badania,1447,9976,5080
359,Wizyty,3012,25096,1186
360,Wizyty kontrolne,7193,29731,5376
361,Badania,8046,9494,6361
362,Wizyty,134,7910,7711
363,Zabiegi,675,333,8090
364,Wizyty kontrolne,8445,8165,302
365,Wizyty,3582,23664,3128
366,Zabiegi,6235,16386,2312
367,Wizyty kontrolne,885,25995,9497
368,Wizyty,2881,32325,7915
369,Wizyty,6415,33334,9218
370,Zabiegi,1955,7970,6551
371,Wizyty kontrolne,3379,21969,5772
372,Wizyty,331,2797,3361
373,Badania,9841,4450,7880
374,Zabiegi,8378,30993,8628
375,Wizyty kontrolne,3103,14560,5340
376,Wizyty kontrolne,7338,26328,8332
377,Wizyty,2076,5477,3686
378,Zabiegi,6796,1530,642
379,Badania,3347,27729,5123
380,Wizyty,2465,24976,3256
381,Wizyty kontrolne,322,10375,4540
382,Wizyty kontrolne,3675,25174,1867
383,Wizyty kontrolne,4298,13996,7921
384,Zabiegi,8220,2666,9040
385,Zabiegi,335,22949,8445
386,Badania,9017,29770,1592
387,Wizyty,6125,23453,6631
388,Wizyty,4260,26522,3182
389,Wizyty,221,21564,6012
390,Badania,1411,8731,9637
391,Badania,5281,30192,2888
392,Badania,5962,6197,4524
393,Wizyty,5772,5351,4172
394,Zabiegi,816,25645,9707
395,Badania,3599,27987,2150
396,Wizyty,6266,28719,7285
397,Wizyty kontrolne,7527,39972,3534
398,Zabiegi,5929,6148,5430
399,Badania,7851,13649,6564
400,Wizyty kontrolne,3432,35612,8228
401,Badania,5962,9231,1509
402,Wizyty kontrolne,5148,37254,3584
403,Wizyty kontrolne,1569,10263,4869
404,Zabiegi,8065,15922,964
405,Zabiegi,8734,23972,7988
406,Badania,930,19830,787
407,Wizyty,7899,15538,5179
408,Wizyty kontrolne,9576,39941,4829
409,Badania,8056,38144,9149
410,Badania,6166,1657,1498
411,Badania,3567,31566,9976
412,Wizyty,5696,31241,5372
413,Badania,6298,27039,8019
414,Zabiegi,4097,29523,4719
415,Wizyty,8107,39160,3680
416,Zabiegi,1535,23379,715
417,Wizyty kontrolne,6192,12254,9433
418,Badania,6763,425,846
419,Badania,8369,14748,6771
420,Badania,3810,31639,8451
421,Zabiegi,1782,30074,9456
422,Badania,680,37696,1391
423,Wizyty,6474,13318,4902
424,Zabiegi,3978,28010,6352
425,Wizyty,8358,18831,5355
426,Badania,5585,32060,2287
427,Zabiegi,607,22500,4186
428,Wizyty kontrolne,2933,4416,9564
429,Wizyty,6357,1880,5293
430,Wizyty kontrolne,8206,35174,1777
431,Wizyty kontrolne,3800,26181,2071
432,Zabiegi,9957,23139,4247
433,Zabiegi,5865,934,6210
434,Wizyty,762,2894,5765
435,Wizyty kontrolne,5042,38625,8127
436,Wizyty,3562,8792,6071
437,Zabiegi,1176,25402,2566
438,Zabiegi,5162,29831,9155
439,Wizyty kontrolne,3008,19274,4282
440,Wizyty,4822,2002,264
441,Wizyty kontrolne,6168,36282,709
442,Wizyty kontrolne,7411,31075,1678
443,Badania,9259,31235,8525
444,Badania,2161,35927,584
445,Badania,1502,30196,5523
446,Wizyty,5442,35515,6979
447,Wizyty,114,21931,9969
448,Zabiegi,174,6673,4406
449,Badania,5053,22682,2521
450,Wizyty,7454,31113,6402
451,Wizyty,2804,32835,3786
452,Zabiegi,5037,7815,3090
453,Wizyty kontrolne,6958,10428,4876
454,Wizyty,846,8995,5849
455,Wizyty kontrolne,6267,21484,7200
456,Badania,6654,38500,4360
457,Wizyty,9941,1803,7506
458,Wizyty,9818,11396,1558
459,Wizyty kontrolne,9529,10725,9033
460,Wizyty,3200,6702,9960
461,Badania,9241,36759,7443
462,Badania,3813,13058,5193
463,Wizyty kontrolne,3314,20240,427
464,Wizyty,3557,24208,6368
465,Wizyty kontrolne,2107,28625,4165
466,Wizyty,2405,28248,6158
467,Wizyty,1540,33325,2030
468,Badania,5324,34832,8127
469,Badania,4517,21641,8142
470,Badania,6550,349,4454
471,Wizyty kontrolne,1631,21468,5303
472,Wizyty kontrolne,6565,8856,19
473,Zabiegi,3769,23856,6741
474,Wizyty kontrolne,1670,18698,1646
475,Wizyty kontrolne,5269,21407,4957
476,Badania,5904,3375,3786
477,Badania,6286,2134,8624
478,Zabiegi,9610,15593,2921
479,Wizyty,1577,20055,7107
480,Wizyty kontrolne,6359,27162,5659
481,Wizyty kontrolne,6768,14985,9580
482,Badania,5566,14163,2937
483,Wizyty,477,24484,1425
484,Wizyty,5647,39072,8354
485,Zabiegi,3114,16844,1127
486,Wizyty kontrolne,7148,12,4079
487,Wizyty kontrolne,9889,14279,6092
488,Wizyty kontrolne,3287,4262,7620
489,Zabiegi,3531,17852,3608
490,Badania,8028,20032,6031
491,Zabiegi,4641,6837,9182
492,Wizyty,4176,34730,6774
493,Badania,5912,18717,7562
494,Zabiegi,2235,38651,1931
495,Wizyty,8317,2179,466
496,Wizyty,1643,19080,7369
497,Wizyty,5273,35349,2070
498,Zabiegi,8024,3754,4853
499,Badania,5034,37541,2801
500,Wizyty,9366,14588,1359
501,Zabiegi,1338,2471,9416
502,Wizyty kontrolne,8144,14464,5003
503,Badania,6298,34519,3026
504,Zabiegi,6180,1772,3139
505,Badania,3567,15017,7189
506,Badania,7797,18031,8887
507,Wizyty kontrolne,3921,18191,1804
508,Wizyty kontrolne,4575,31201,6564
509,Wizyty,5049,19781,503
510,Badania,2316,17908,90
511,Badania,5191,193,7331
512,Wizyty kontrolne,3809,32265,7189
513,Badania,3532,33413,2298
514,Zabiegi,1594,33941,2925
515,Wizyty kontrolne,2479,27711,2230
516,Zabiegi,8556,2995,4160
517,Badania,5882,1401,5172
518,Badania,7816,17545,8848
519,Badania,1848,11321,5171
520,Zabiegi,6371,32337,5159
521,Wizyty,5909,38650,7612
522,Wizyty,7498,25813,9517
523,Wizyty kontrolne,7661,13161,1537
524,Zabiegi,4997,12084,7393
525,Zabiegi,2615,28706,545
526,Zabiegi,2274,35611,1532
527,Wizyty,2444,8631,1536
528,Badania,7571,23693,4483
529,Wizyty,4459,6441,3057
530,Badania,6472,9371,7395
531,Badania,1126,7596,6894
532,Zabiegi,6230,6485,8158
533,Wizyty,3947,26955,4078
534,Wizyty,1946,3465,9567
535,Zabiegi,3085,38088,7360
536,Wizyty,7665,38668,8841
537,Wizyty,6623,7342,9655
538,Wizyty kontrolne,2997,10436,1844
539,Badania,8893,14958,8420
540,Badania,3828,896,6811
541,Wizyty,9783,35143,4269
542,Badania,8873,17594,4142
543,Zabiegi,8948,255,199
544,Wizyty kontrolne,4071,3286,330
545,Wizyty kontrolne,5730,38694,9741
546,Wizyty,2218,37218,3234
547,Wizyty,4202,35800,9207
548,Wizyty,1629,1814,7449
549,Wizyty,8907,7289,5444
550,Zabiegi,5020,11109,3474
551,Zabiegi,2489,17824,7608
552,Badania,5542,2365,4524
553,Wizyty kontrolne,7698,10941,685
554,Wizyty kontrolne,7348,31979,6282
555,Wizyty,754,19166,2793
556,Badania,9873,19675,8199
557,Wizyty,2566,29591,861
558,Badania,9206,13017,7755
559,Zabiegi,2939,6068,6270
560,Wizyty kontrolne,5301,3685,5856
561,Wizyty kontrolne,2097,6051,7981
562,Wizyty kontrolne,5101,6208,2241
563,Zabiegi,5750,14474,7840
564,Badania,5694,31360,5035
565,Wizyty,4146,32946,9229
566,Badania,898,16628,5733
567,Wizyty kontrolne,8505,6526,7214
568,Badania,5575,24739,5017
569,Wizyty kontrolne,5733,19884,6716
570,Badania,8487,12817,4372
571,Wizyty kontrolne,9977,22675,3958
572,Badania,4549,26873,3556
573,Badania,3470,19492,9019
574,Zabiegi,9721,27217,776
575,Wizyty,2196,26795,9450
576,Wizyty kontrolne,4604,2451,5548
577,Badania,9262,4761,9786
578,Zabiegi,2308,4745,8548
579,Zabiegi,5366,27163,7374
580,Badania,5668,4512,8873
581,Zabiegi,2533,22744,1273
582,Badania,5280,20064,9160
583,Zabiegi,8012,31816,6006
584,Zabiegi,6936,25219,251
585,Zabiegi,9506,24632,2459
586,Zabiegi,2038,28405,3925
587,Wizyty kontrolne,7234,21315,8968
588,Wizyty,6271,26964,7203
589,Wizyty kontrolne,8668,25497,3207
590,Badania,5912,5680,2010
591,Zabiegi,6646,4795,4315
592,Badania,5705,39756,7005
593,Wizyty,8186,28604,611
594,Badania,8125,27227,9622
595,Wizyty,4373,19713,4134
596,Wizyty,4860,12803,2154
597,Wizyty kontrolne,3331,9921,757
598,Zabiegi,9133,12765,8776
599,Wizyty,5406,22278,4318
600,Zabiegi,3274,35954,1351
601,Wizyty,9328,19498,2789
602,Wizyty kontrolne,5175,30975,2733
603,Wizyty kontrolne,9997,15578,5402
604,Badania,3022,26545,4804
605,Wizyty,6171,31671,9174
606,Wizyty kontrolne,9146,9188,967
607,Badania,5777,12849,8109
608,Wizyty kontrolne,3823,39725,7144
609,Wizyty kontrolne,9443,36852,4386
610,Badania,3532,13947,3361
611,Badania,5191,33145,1929
612,Badania,5505,13939,8909
613,Wizyty,7980,30818,8597
614,Wizyty,6452,29890,4108
615,Zabiegi,1161,34042,9473
616,Wizyty,7987,6371,7453
617,Wizyty,5323,12388,5007
618,Wizyty kontrolne,9461,5300,3302
619,Wizyty kontrolne,8526,39327,7452
620,Wizyty,799,15769,2226
621,Badania,5494,5822,5940
622,Wizyty,5633,38456,2996
623,Badania,1094,37886,5436
624,Wizyty,2304,39658,2423
625,Badania,3034,38393,2313
626,Badania,4889,10398,8158
627,Wizyty kontrolne,8059,38019,4960
628,Zabiegi,652,21597,7794
629,Badania,9339,25898,5481
630,Wizyty kontrolne,4125,12746,6379
631,Badania,5996,22136,2335
632,Badania,1039,37027,7588
633,Wizyty,5187,1645,7566
634,Badania,8039,127,4731
635,Wizyty kontrolne,4868,22087,9171
636,Badania,8129,18127,3070
637,Wizyty,5993,1851,9007
638,Zabiegi,9637,21471,8558
639,Zabiegi,4605,22074,740
640,Wizyty,4615,1491,9343
641,Zabiegi,1570,12655,3029
642,Badania,9588,20972,6934
643,Badania,3864,20250,6327
644,Wizyty,8547,28057,2845
645,Badania,8554,9561,55
646,Wizyty,9058,9586,4735
647,Wizyty kontrolne,7508,35550,8532
648,Wizyty,4378,15116,1076
649,Wizyty kontrolne,4783,22099,1267
650,Wizyty,5444,9091,1322
651,Wizyty kontrolne,8891,33432,9423
652,Wizyty kontrolne,190,33335,169
653,Zabiegi,4987,21351,1649
654,Zabiegi,9185,22093,876
655,Wizyty kontrolne,4727,20255,4220
656,Badania,5136,6894,9039
657,Zabiegi,8871,10724,206
658,Zabiegi,8314,6445,8358
659,Wizyty kontrolne,634,22067,5360
660,Zabiegi,1065,3265,127
661,Zabiegi,1024,36361,6518
662,Wizyty,7324,1409,1267
663,Wizyty,2792,36519,764
664,Wizyty kontrolne,9100,38118,3013
665,Badania,3532,30161,9675
666,Badania,8709,13964,5471
667,Badania,3597,20490,4354
668,Wizyty kontrolne,5944,25456,1066
669,Wizyty kontrolne,4746,10328,5054
670,Badania,5902,2867,4740
671,Wizyty,2678,17606,2068
672,Badania,2114,24405,8393
673,Wizyty,7752,2525,2628
674,Wizyty kontrolne,7688,36090,4156
675,Zabiegi,9620,26998,8916
676,Wizyty kontrolne,8370,29740,8844
677,Zabiegi,8200,7405,9849
678,Badania,5098,25298,6586
679,Wizyty,5181,17032,7905
680,Badania,2051,17807,9033
681,Wizyty kontrolne,2501,526,4807
682,Wizyty,9899,11280,856
683,Wizyty,6035,927,2458
684,Wizyty kontrolne,9701,3195,5576
685,Wizyty kontrolne,4713,8759,1277
686,Badania,9111,1457,1626
687,Zabiegi,7036,21228,9890
688,Badania,1683,28812,1122
689,Zabiegi,32,39789,1454
690,Zabiegi,4650,18400,9575
691,Badania,9345,19778,872
692,Wizyty,7046,35771,9184
693,Wizyty kontrolne,850,8272,1706
694,Badania,4096,25126,1863
695,Badania,8980,18900,9134
696,Wizyty kontrolne,2266,25123,6362
697,Wizyty,6604,19301,3105
698,Badania,7618,25263,868
699,Zabiegi,8982,1332,8274
700,Wizyty kontrolne,3766,8191,9144
701,Zabiegi,7956,8652,5795
702,Zabiegi,9321,12292,8486
703,Wizyty kontrolne,5660,31828,7495
704,Wizyty,2242,38825,467
705,Badania,3909,24201,8019
706,Wizyty kontrolne,5141,34480,8300
707,Wizyty kontrolne,9940,24394,3874
708,Wizyty,7178,7152,5085
709,Badania,4289,13730,5610
710,Zabiegi,7389,12248,7261
711,Badania,5656,37862,7525
712,Wizyty kontrolne,8679,15498,1613
713,Zabiegi,5408,20822,4046
714,Wizyty kontrolne,8192,9012,5170
715,Zabiegi,5931,34331,6051
716,Badania,9851,35197,1644
717,Badania,5668,11852,7272
718,Wizyty kontrolne,8051,19051,7123
719,Badania,708,30671,254
720,Wizyty kontrolne,4519,30250,4769
721,Zabiegi,6432,20384,9745
722,Zabiegi,6649,13091,5038
723,Zabiegi,5031,33517,8058
724,Wizyty kontrolne,9010,31577,3892
725,Badania,3309,29791,7698
726,Wizyty kontrolne,3742,32170,1965
727,Badania,7503,35096,5638
728,Zabiegi,8618,13453,6007
729,Badania,7910,22196,5908
730,Wizyty,3937,14676,8031
731,Badania,9259,235,9468
732,Zabiegi,7467,18756,1226
733,Badania,9917,569,6982
734,Wizyty,8216,8758,665
735,Zabiegi,3090,12992,3914
736,Badania,3066,10526,77
737,Zabiegi,9698,29668,4487
738,Wizyty kontrolne,6512,3037,7308
739,Wizyty kontrolne,3527,6740,3033
740,Wizyty,7367,22847,4382
741,Wizyty,7129,27465,5763
742,Wizyty,1146,27259,8315
743,Zabiegi,2733,36102,7046
744,Zabiegi,4396,27567,7200
745,Zabiegi,4102,37175,1791
746,Zabiegi,99,11498,8051
747,Zabiegi,1604,8556,4000
748,Zabiegi,4870,35048,7918
749,Zabiegi,5917,9983,1544
750,Wizyty kontrolne,8697,12844,8857
751,Wizyty,5440,37385,149
752,Wizyty kontrolne,3249,30123,6886
753,Wizyty,9381,1575,8018
754,Badania,5034,21560,9317
755,Badania,8460,20857,2785
756,Zabiegi,4023,25228,8350
757,Wizyty,5595,19101,7455
758,Wizyty kontrolne,6841,10817,9267
759,Wizyty,3782,27512,1012
760,Wizyty kontrolne,9323,6097,5248
761,Wizyty kontrolne,2295,11629,5074
762,Wizyty kontrolne,3799,32603,2781
763,Wizyty,4805,25827,5012
764,Wizyty,3996,3998,4552
765,Badania,1589,29634,590
766,Wizyty kontrolne,2537,6780,5804
767,Zabiegi,6625,14902,8065
768,Badania,6393,20606,6979
769,Wizyty,6815,10949,4017
770,Zabiegi,2736,460,4225
771,Wizyty,3129,7470,763
772,Wizyty,19,38217,2869
773,Badania,1686,19466,5538
774,Badania,8056,20549,3644
775,Wizyty,1814,16411,1995
776,Zabiegi,8109,31317,9924
777,Zabiegi,683,20989,1108
778,Wizyty,3209,25288,9893
779,Badania,9373,27824,5264
780,Badania,121,1183,3280
781,Zabiegi,4767,15597,3112
782,Wizyty kontrolne,4771,15789,3745
783,Wizyty kontrolne,1761,3796,1685
784,Badania,1166,4420,4911
785,Wizyty kontrolne,4784,18998,4523
786,Wizyty kontrolne,7566,27778,681
787,Zabiegi,1012,16462,3393
788,Wizyty kontrolne,65,19025,32
789,Badania,8984,22531,8656
