80,Katarzyna,Kucharska,10972687488687276551015499651195153705482488799541207950496570103,80999880557410151561165197507185836654113757910611611510872991004953,51763782574,15133,23645
81,Andrzej,Rutkowski,56735075851189948818855531131201215684,8011848116701141056548696876114717110489,70055020617,22802,36268
82,Arleta,Brzezinska,11011876531131065651112781121137811567116526988707656845472103551065652102771161165188691025210210611551,6672491031191208848515010210410089875011710851100567570521185011048884851986986895169735650845655,60882281480,16551,26130
83,Magdalena,Brzezinska,,,16124333463,19699,32019
84,Julian,Kowalski,,,71188380440,9664,39480
85,Otylia,Przybylska,751198110010610576109555211310653109481159710351120661115582526812070667611554,5610855110518952491075566528585116120778510250101671111125082568585525256,62276148788,8945,3053
86,Bartosz,Andrzejewski,,,25268161640,23204,13771
87,Milena,Glowacka,,,11253874355,26216,11088
88,Emil,Kubiak,,,38866644850,12442,34486
89,Artur,Kucharski,,,75086076587,13143,13151
90,Jozef,Wisniewski,56101738689834851695111211671116861047682518297875210110110255514898549749518510551,535689701124884545352118805350728411765785469120515171731125110999841139811210276115,25348584056,16935,31653
91,Konrad,Szewczyk,79111549881115887152121539789109681091088411311112071548989110487698,508411311768497349517351748756115115991071191195610610549101985351121,01788874241,25948,10912
92,Aleksandra,Szczepanska,116115103111728499119685551891211171044877556910356545411954110767066109,104538956811205466977466102861065184981185154517565531085273545681,54851471075,9747,26212
93,Eryk,Malinowski,,,40500368052,6429,39323
94,Alex,Kozlowski,,,24031512807,23081,7867
95,Aleksandra,Jaworska,,,86753787546,15195,36994
96,Katarzyna,Kucharska,56111691077885108894856104505611549735585,655353111117565456775669119997456535452,15306408078,8024,8005
97,Andzelika,Jaworska,,,16707650446,10391,35044
98,Jaroslaw,Malinowski,,,55836183668,13860,5414
99,Franciszka,Ziolkowska,,,68642663050,4713,34376
100,Andzelika,Gajewska,10151110815477110102108109531107811779112104484948791036567755612052826576721081096656805377110121,68107695410351119105105689782107529711879518211051118718977705149117977153100108121118551124855115,52622413017,23472,29490
101,Jan,Marciniak,50817356875311067804954655610411754488751516610111586548210349501176811397845565,50891154871106525151871198173549878537089801021101181117180735211449110898375103100,36583202067,28730,10897
102,Anatol,Malinowski,,,32424321586,29208,33646
103,Remigiusz,Kozlowski,,,86747648077,21112,15778
104,Czeslaw,Wysocki,,,48273480143,29876,8781
105,Milena,Blaszczyk,548110410173668772481168954861138472109114781061031175549805470105116116,65851145185551151018448558456858210153116111835052106765651781195054,76651005848,29306,36629
106,Maja,Maciejewska,,,36167801462,19583,723
107,Teresa,Marciniak,,,74287321623,1783,13002
108,Leszek,Witkowski,,,17307204257,7583,23262
109,Jowita,Zawadzka,,,32853543261,7916,26427
110,Eustachy,Krawczyk,9799551055552106120987472561097148558975110495410511576108731059812010778,11881888581879974517410367665051484855565110782708153511131151174853,21626840351,23015,8182
111,Adrianna,Chmielewska,1155054116751147772721055397101821084911073747948521015689119768010149545653120115555576684955,7578991189910976551175566691156679111111501077389101885310651535286558687861054978811105310051,66052213635,22302,14645
112,Alicja,Przybylska,,,21068431117,17677,26258
113,Luiza,Tomaszewska,1008368112538355548277505556975373976768531205656102521095211551101555269109481024910972548267,5411511269118791035353717768745672491005367501144980107115531016786107518211279107654811867567172,16002218708,16211,13329
114,Alek,Zawadzki,,,22658741744,15707,26565
115,Elzbieta,Gajewska,75119747310381976856116676981495177744812177105691005253,11210811950568754704854766511778105116120798611549841198053,54606841688,5090,5871
116,Iza,Zakrzewska,,,68217234608,2380,37082
117,Marcin,Kowalski,6655874810211510710089116116515069121687652987988531028410711348985566799784737752776649527987119,1098899705684555386511165011883895110454521015610373120981185611467671104811711210351568977565279118,38407385677,2230,20546
118,Oktawian,Szewczyk,,,07858484448,16267,3468
119,Magdalena,Gajewska,6910469110106106861105272535156113691035410753501045482996810110474116495450,104995074678311610455718149112118537452496855735355548577565683535675,84383436121,6613,23205
120,Otylia,Kwiatkowska,,,58276573080,12600,13059
121,Cezary,Kozlowski,53675584701125068565411756798668508410511612076106837678777482548977671177351538775,120113521021195549521125410812070858012111511097557286112487349821058811986568774715052115,06031136023,16090,26177
122,Oktawia,Jankowska,,,46516533786,27195,10120
123,Marlena,Przybylska,,,20470843473,7275,8204
124,Zofia,Baranowska,5267706582111537449105691081031058469561105081761208010050785682119511051135269113,10473835388115671044910510450120108546756121488268103101491105312010912010955494911651,60622252218,12555,1839
125,Eryk,Brzezinski,,,26055684486,22590,23826
126,Nikola,Nowak,,,74135205537,14295,18536
127,Katarzyna,Nowak,,,13548751364,6539,14497
128,Teresa,Gajewska,76501161018410686537849501216948488511956,50102731075210310978565484505576527811656,15817217406,23418,32034
129,Jola,Chmielewska,8711353100506868517756718252721071005070115,73711209755981195053100691115410784651055370,78308113771,1688,19483
130,Monika,Nowak,,,58108218663,3525,30891
131,Monika,Maciejewska,10583116734810468895170106695452504810111550102,488867494854488055567149567711986855054116,40726476170,12437,1144
132,Elzbieta,Sikora,55728110677485510110211310368694810351531165287104115525550971161188680551075249981115355106121535110949,5052687510553481051148511353100481127885535699103514979678886827972501209783977910883821167310511484,67320720705,26601,39262
133,Elzbieta,Maciejewska,499852481125167557781555010710252826884,1187176504911871876987757677551151066872,85131254178,14894,26151
134,Eryk,Kwiatkowski,,,04177561415,14620,32752
135,Oskar,Walczak,,,36226724168,17736,6313
136,Elzbieta,Maciejewska,,,28560111311,8386,4772
137,Marcin,Witkowski,,,36777154877,7705,5548
138,Alek,Kozlowski,108716949975011584731107048887653877450515276547310552561171037048651075651,1217349119707186835348768411956748180757611571544852518410950113801045010077,81868537476,18474,22297
139,Teresa,Tomaszewska,1068353676967120109551171011008512148,1055652116701078310170551218910410487,06010240017,2713,19571
140,Olga,Piotrowska,,,54886350631,12820,3645
141,Norbert,Rutkowski,71101715288491005087518373558989701027055521037855501045176761035165825011311577,82110556956751141184972117721065655734811353121501206582976711310886561097756515170,54377003808,20639,37710
142,Jola,Przybylska,,,26682647637,25528,33155
143,Monika,Zielinska,,,06820828731,4268,18201
144,Konrad,Wisniewski,,,56760452302,5368,18290
145,Kajetan,Gorski,50995648541031207772868811710149112545688,103685354551001086586797953103481165652105,76325144803,1212,21551
146,Norbert,Jakubowski,537066545585481206553695010387105108481077854711171055152515670,7267118113695510289110535351107995549535011051691081189811910611699,11184822424,2035,8865
147,Alicja,Gajewska,,,74355100017,27303,13527
148,Aleksandra,Gajewska,8985861045211611012183521148410911410611150,11376485011551816711566108865010110698109,76354682546,9189,1653
149,Eryk,Witkowski,,,17307204257,17982,26179
150,Emil,Sikora,521126655115108109971095512086106119825554697710853831016776881185473113795453841109797781095556,104745612012110677857754897711855114668075103525579104688253499848100736911397865510151519750,40741561880,12453,4515
151,Honorata,Chmielewska,8651481188998107751121197366811061051211186576101511164974656970,1011105384775298114525449887510673106109558111555105118498167105,70221154335,25393,28299
152,Alek,Jakubowski,11453709753836610610848895155705684747955106771161059799,718569531017249825455117531008176971029950521181197366115,08865158056,19032,21288
153,Norbert,Walczak,6950118514949525149495411252836510111548546855105778648109119,988775537581494988118505356758252994950514910875675448115,12518302106,12805,37665
154,Iza,Wojcik,10011611453545353541204878486855508254567911386,551031025111150104105120549748865010753120659772121,26468813411,27051,22904
155,Jaroslaw,Gorski,1171001131041056585791111081088473711041065684534810975978556531154897691068366,657754774967491167911211511387774911879104545310510670119111537653809912110472,27735415517,13146,37671
156,Celina,Maciejewska,,,87017813543,12542,9959
157,Eustachy,Krawczyk,49701154986781141104875851156986745011775795310510410575107,984911298111118725011252112545297835211212110883111501196555,71081068560,4361,16064
158,Teresa,Sikora,,,04235758318,7673,25462
159,Alek,Walczak,7211011855107505049115120565555117801121054868521105366891188056665569107116118796586113106,76116555348106541034887727370971125066761011185155117855086545554102525588891048255119,27224730044,25760,17584
160,Jozef,Zawadzki,,,02402261382,6880,17640
161,Eryk,Szewczyk,,,11854568680,25613,3782
162,Leszek,Jasinski,,,41226843037,9952,34072
163,Konrad,Andrzejewski,555110487526856487986119103518148701065352481038954104535352525410776121,1148251728277485553527054501217476511107211451565453110481021117473107115,50508805602,25166,29114
164,Kajetan,Brzezinski,101101558356551111015097487156781181164910268807311480507154516848775012111253721165155108,775174119100515154103866548517052105116506971112102481061211198384781004952741029974485251,03403675221,15788,33790
165,Igor,Brzezinski,,,47173400142,26898,30644
166,Alicja,Gorska,8811056701008251541051048748103119521165249665054116104110105114548510810110987801051188852101995368,1084853545012066110511184849885650734854531067773114826549751065011783525011810049831031215373,58052771106,28001,31042
167,Cezary,Walczak,113117107101731117549971185248559810268102891218274814898891131057165775111970767854,109538381778510189975249991091215476119766775806856854986103565473538111911283103,55852033155,22567,6402
168,Otylia,Kubiak,68108110876710011750561178981705284568910378741115698566669115505489104105118118814851114861075488,6556675254118781008310311197105506554108521197056721145550115491061161147766109115100991206850836756,23888167321,10422,12548
169,Eryk,Wozniak,6778114111104114871135653108511165355,120114116547448541201151011215111148100,60313534276,7733,158
170,Cezary,Laskowski,,,17640072211,18349,30668
171,Jozef,Witkowski,,,16763151675,21995,14959
172,Oktawian,Witkowski,988510469100505354501011008683121108114101487810710855,10377881151001165610665655370566781104851175011356100,40723061875,23261,2877
173,Jowita,Gajewska,535180117108765110111154855650505656707454545611780117101871034848106745551101997956115651127854,7810854511206775784811965505685110107525489535411812110049515053545580119567288514854735111254,24222345361,8133,38775
174,Eryk,Gorski,875197886948110685477761158973107558049105105771105170977555557984818348537866735078536988,788784855511799814949795684117120836748100485612168103116838053109771188111610289487375116484981,03015816031,19333,37934
175,Adrianna,Pietrzak,,,70215758462,12356,20784
176,Eryk,Krupski,,,52082218081,12280,33493
177,Katarzyna,Baranowska,,,48042417872,24427,6824
178,Katarzyna,Kucharska,,,56643162840,7254,34975
179,Alan,Walczak,,,37346582686,22041,26009
180,Norbert,Krawczyk,10755565055561141096553495574494811870112524856119535510285537611148491084849525697495389825180112,7211850534810310673105665198501115112049825510776975579486972481136870525488675650485411150109109110,08347311613,9394,32737
181,Alex,Andrzejewski,,,70283717574,8146,16940
182,Cezary,Urbanski,8711212010998103538653741118776488712012055516612087728750509978657654103,80988365801156883561141215312051768166105103651197611012110955555486565251,55884344002,23599,30186
183,Jola,Gorska,74561081017597775349491178811312053551195383109971128982808272698486521165067551177388895456496797,4855557353110485212154994848555212010699836611748779710211310374566667525011610282108485180657053115,07810358104,5596,19532
184,Olga,Szulc,,,87537766285,7210,16700
185,Aleksandra,Jaworska,119104108821015186494912056865448108545156561151021159965974949531041197286107115675488,54117517211910711377888549101871081115310386721165210710669531035552741087471518954104104,76741555365,10420,16652
186,Konrad,Wisniewski,,,06680141665,20497,33502
187,Leszek,Walczak,6650725053858677555410785102518250991089910212050538898119120,49525349112661207353979753505085541168050561107276108655282,84614483644,25783,33384
188,Monika,Sawicka,,,87718703603,9655,15446
189,Honorata,Ziolkowska,,,58818274457,13473,22172
190,Nikola,Kwiatkowska,9911166491001037165116534971113791191061068054107805110449,4856491144910768567668535480819853100556698105487976,02430045075,14470,31845
191,Emil,Lis,,,00685730300,11758,29374
192,Norbert,Zalewski,,,04542188161,22610,21323
193,Lukasz,Kozlowski,49694950491015212073106116995411049985411181103119651207152541181216572116701068974535212180837173,546754103771156866981211075311556565655117121107515172531108010075496652538010355109701141088550106,30256825247,800,7532
194,Iza,Zielinska,,,52045126070,4991,33208
195,Czeslaw,Wysocki,10510611572855510274116494954120514950567710267,1097353108874951481118578804948116486910210579,54203016104,3640,26910
196,Katarzyna,Jankowska,,,64645864682,5543,35612
197,Konrad,Jakubowski,5088525589118668775104521205184114101,1001151085153521181141091157410111510112153,60744472057,23702,17859
198,Bartosz,Krupski,,,56386177480,3427,39471
199,Bartosz,Wysocki,5476535065121555612148106515210656768710166737410777116102981096511251675453,7310874828649561201215676508756104795254845475488853491134854116511165456,57114720535,2921,15377
200,Remigiusz,Wisniewski,501161031197171891217183121791041091051208997681006888113103971068210411098116102515350481018911669497288,5610350655311512056106108981148879546674102805656871168810366721151164874107115557111899528411410398114,17170326042,2418,39183
201,Jozefa,Kucharska,801084854841181109848538853120877388686986,11011310189103658656495611975569954115568987,83003616124,29298,8866
202,Julian,Urbanski,,,61584807357,2246,4605
203,Kajetan,Sikora,497867116495651855210172818998120112511165281531006811751,9911811298100106537678485182101807211885107558952120545699,36675361750,20651,2017
204,Andrzej,Kucharski,507553528448104737498567510711651109651151196552557282108117,100741128510548775455785410950531101105656495353991031145068,66246005816,28754,35260
205,Katarzyna,Baranowska,,,68743345511,20999,23921
206,Konrad,Zalewski,,,43766441837,11899,12769
207,Eryk,Brzezinski,,,38105502761,17092,6401
208,Gustaw,Kubiak,71878173114735011948821075510550111795048121725011489,74121118120851117069103541187282113535566119104121535150,08061056616,24685,32503
209,Cezary,Gorkiewicz,511155250481024910655111871148710867106113,674911078120526510910451521017350857287,58656626856,21638,21671
210,Jaroslaw,Marciniak,,,42283742583,28667,27216
211,Lukasz,Wisniewski,,,13084400437,5569,19772
212,Agata,Gajewska,,,44815646288,1050,656
213,Oskar,Kubiak,708311475558749751101179879535149108545510152,845111377102118515511611510350841155310898524989,68550150586,18290,38565
214,Igor,Malinowski,,,88006876751,14983,21674
215,Norbert,Kucharski,,,63872410887,23222,25891
216,Monika,Nowak,,,75747782251,13502,23000
217,Klaudia,Blaszczyk,11570511101167297515210197815171871075280811141005610810671745150848182545011652105110831161177478,1145610684531038812073825067537210010380988211955781095310456507474100119825480691114848535010775,12473707214,21712,4438
218,Antonina,Gorska,,,87427036657,605,30931
219,Arleta,Wojcik,716965524910585735512010282525289891087011849566554884987486697109,868068113555051795676559850565311848491057811951985348796511010888,07642212633,12797,3049
220,Marlena,Brzezinska,10610178120485411554891064989487853,7611312167119535611052544811911411780,54565858606,5111,21573
221,Luiza,Ziolkowska,841169973113695310680715111952111528153987089,1036649529786485271831075211750112481046711254,03135047815,6645,15368
222,Maja,Gajewska,5110553109506856101101554848100108978875524811089116115120741061118353107811106775664856111817356101,7211311311071995210111449538248541048310152561108111767751024910370747055665572748148535410352113,27861626078,24655,15142
223,Lukasz,Kowalski,51834986731175511667757449761056654741031055078,119114548798481147287655277548149835398496777,58435678342,16933,18639
224,Katarzyna,Adamska,,,67862861466,6978,10588
225,Nikola,Kucharska,,,20176641244,26574,22448
226,Marlena,Tomaszewska,1131045511065825268521115449491031218749756782108,669910666841105672115117109547965116106811084812052,64741242416,10,35758
227,Nikola,Gajewska,120776665765210697535250108525076561071036710450517811056487253564856675453541057772488999,11954541155610511311453666855487766501145048531058782651168255517678785174499872715011648100,56775778434,9095,13457
228,Oskar,Wisniewski,515511185106485611282531218669535211010552115815310286105495510878511195168758611610251112,841165467111539988668055995611810565114725210850996712099101568910756516899121487011448,07735025383,6657,33046
229,Jowita,Szulc,8012110766485174115114808571541118948515149885683711137855555351486611911977701201079856884911572,7268857352994910111568117521011165311211256515479100495197811218483561178848109891219948114721067452,50656226185,26535,22334
230,Eustachy,Krawczyk,1018848495154531057850108521165069,10976556611170111481065010152555567,06342018861,6212,23597
231,Maja,Zielinska,831201175450481167952837556106515578817911312011186120119731067681121,995269998611080527748745610354875610172538468120481016954508072,58710535272,22118,11516
232,Oksana,Ziolkowska,51120498511997541111021001121078711275651145689751116697691217186741121114981109494886114,82106109118118114555369871064968491124851558210654497955806850885310799727784995587,53780315618,3776,25296
233,Norbert,Brzezinski,,,47188154625,6496,18529
234,Alan,Kucharski,691137953898048100117108105981191215110610153848172100531211146667,5550547451545379535473107112104109561141131146848681005599115104,24568437530,27057,37718
235,Aleksandra,Ziolkowska,524810811854498567105528253110111998686505054111998686751066811153751204948,999749527610348110491138911275102541169910497568455525199834811111480535173,76604083785,9474,34503
236,Iza,Baranowska,,,55063475643,8152,19268
237,Ewelina,Maciejewska,,,63154873340,21732,13322
238,Ewelina,Gorska,120120721075548495668112528551841191101005368988311410952504854111120485249118,7078528610073104521114948565254675051861119750801197555536948113121746569,44408522563,6908,9272
239,Pawel,Wozniak,486772681175256895211854726710251525654117505511812154491207754485474774965897611355,7581738210689741171201011168165835351545586118537711252885411112010012066755182776711552,26746002223,26335,28582
240,Emil,Szewczyk,,,36204201873,16958,14093
241,Gustaw,Krawczyk,847812075778911797115109808586481111006797109734851100555486105685551568652116891198589,56100895189120501097855101112771095010482117538797105119731061144980109775655106121120567355,65584348502,16840,28150
242,Kewin,Kozlowski,,,26885068577,18626,20934
243,Barbara,Jankowska,,,07477305587,9330,28368
244,Olga,Przybylska,109496598818512112097108831074849529949,487011710355658448991137970101777211381,74125626040,7711,27789
245,Joanna,Sikora,,,81270181835,11050,25621
246,Luiza,Urbanska,53111521034954109991125175515598985411655113551058352119105109559911482110717769102979952,839983100657049105113655510411580116847611873736876100118491128065102801184956491145055119,22666573211,19026,10238
247,Anastazy,Mazur,8310610711367875655869974525411899731004956120,5386104671044811997565270756812010185491118956,02105878260,6153,35642
248,Pawel,Gorski,,,54118070436,7293,401
249,Arleta,Sikorska,6980505011212187735365111771089849,6765481005511084751205511353525555,01255438046,5477,19052
250,Jaroslaw,Laskowski,79545353489868861185149538581485111855734985808951499710568515411211765835210674102509910265,48103508366711078472105116106528371509885117514872865677114666974491105471491045552671125285107,28416857534,18829,27631
251,Konrad,Krupski,54525652100521065273991101131014951816549765654974953103111121985698111,49801109811483658186538911248835182554954747254106117535311986525554,72616251476,19354,36930
252,Elzbieta,Wojcik,8811472547911053541111168399551135211411772116765410410811850555098985497,559910453668998675554504899686855544811297515453505352104689952119,44765062025,21263,29706
253,Jola,Jankowska,501001061141071121029911010176102556771481219856555111449775183105734880,8471495383868850534973108524911951515553761185649101495310310810249,51250565122,4986,18136
254,Emil,Wozniak,,,74056451626,6366,33934
255,Marlena,Kubiak,,,63023181553,19921,13421
256,Pawel,Przybylski,,,31354606038,23221,2604
257,Alan,Rutkowski,,,30336230128,25115,22986
258,Monika,Tomaszewska,1005256701191041095280695655976552828552115517010397997210448558985544966516872651216811580118,10950117114761141201151151031008255106113545498981108086113107825283751009711111610297807256108114785580,23266632714,3433,13724
259,Grzegorz,Kubiak,116120661071041185497821045610411310772689810348113851218148777448557655,5653481151191115355871147885746871107105891155511972121501151088410179103,42657150285,15163,23288
260,Gustaw,Kubiak,1128378828152495311254102671165266841108656779752115548755557251,112495652487954568986995310850491007348117113485510056554811148107,75270878563,11683,10920
261,Pawel,Laskowski,567970114866611355104888111010199491125181102109978512081566798,84110554952687879795270828953741091144911610856875111410088112,22467475647,7308,16892
262,Grzegorz,Wisniewski,,,56673133021,16894,24642
263,Katarzyna,Gajewska,7911352741211095252886671684865113821205597681007010752501131058787,52107521185550865510650521198970120778711010311969534810179555680112,15306408078,19227,5423
264,Otylia,Sikorska,,,40726476170,1123,33865
265,Otylia,Baranowska,1021021041198672685553102557312083891026554506966120103118705010711873104739755109494852549910750,112102495649100795651985569111824848101758852495056755155118103504910582534910310210374664855,53523678404,682,10750
266,Julian,Przyreba,6811210271108104511046911310610310553509811449481018910056,66734955509970986582785379118556912055734811876118,36557511075,25576,15663
267,Milena,Szulc,521117579561176910571721179910853488999101987249108100114809912110711052116497365121104851125597,501207087120107521191015411852671001025479104829984111541206783109113113791065111810911782109495054,42811245815,1773,21583
268,Katarzyna,Witkowska,518270111978611210710898521195651991087411612110288,536750509881114108120511151205570535551569873113,51482381124,7446,30759
269,Otylia,Szczepanska,7068655578120974953705569113778111454506751485579104971178348495311510184548853561041018411756109,5510672736777784910478661071161171029951118791111007499861087610875755010210010951548810967491141007350,41852157212,6320,15603
270,Gustaw,Walczak,,,80665478787,19024,20326
271,Remigiusz,Zawadzki,,,48478276236,5060,26867
272,Honorata,Szulc,53113735380111991201191081031095376695087113717011150,56995010550531208511452111859967707068488110111555,71146652812,26921,34808
273,Oktawian,Kucharski,484968507152827574110106117517053109105657855,71109535679755650765276787111048101501195455,02835180784,256,15052
274,Bartosz,Szewczyk,,,36645744343,298,9396
275,Jan,Kubiak,,,71860206663,16343,28398
276,Andzelika,Marciniak,109661185170858856551151001219781117491051091081205353,8050119971051181075583696811551104885383561146854113,04754231280,3300,26022
277,Eryk,Sikora,,,22100875255,16132,11083
