pacjent_id,imie,nazwisko,login,haslo,pesel_id,kontakt_id,adres_id
229,Alan,Kubiak,11198801044968847810648994966536751101105981014849865350975473809881868465764897116,105108851081141021078386525673838056105706656103865651544956701039710312111010155545474121,31311700763,13492,9202
230,Jola,Adamska,,,54076740086,2302,19667
231,Eryk,Brzezinski,,,31462703048,16310,14219
232,Monika,Przybylska,,,04682863478,20213,21667
233,Norbert,Wisniewski,,,82111145304,26677,6727
234,Konrad,Gorski,6611210310872111525189525173508752749950101795286109671201098910351661131171201095411010175116765279,685310175865153102100856585114113887510248534878526566865470651077472728851121495311474486854,81175324587,36922,1478
235,Czeslaw,Brzezinski,,,32077710648,35238,26540
236,Aleksandra,Witkowska,8966736610111510149975279837454884954557476695077511078410188,5249495649984949116561067151566811010652107495450110112897611854,03214303806,10440,26680
237,Jaroslaw,Zalewski,,,00480650474,25883,24714
238,Alan,Witkowski,,,67105065504,36808,18131
239,Otylia,Szczepanska,55976651488049506949518311910670481111009848701098911011910451678254981188011312011772,5484826955102495685738599768252106737655745111856100117528410784701161055311111911556,38435278151,9983,27832
240,Eryk,Kozlowski,,,68327518836,10391,22951
241,Boguslawa,Zawadzka,,,46172681047,6254,6738
242,Alex,Jasinski,986855661031075467704876495553111531209756824911189114117771111101014811210512070106795668,77117865510312179765398775248686683105105997971851061177870748172113106109565611511110648,77804668612,11453,194
243,Boguslawa,Ziolkowska,691209811084111771104989741081205448103115104831128199766974541088274117,104778249651155350120687111511610448106867372481171085110366821156771118,11450373308,30859,7695
244,Cezary,Krawczyk,,,73738652866,37344,14961
245,Celina,Pietrzak,54565410972111111118105545649791104911373535154106527049120818766108897584831091081011048578116,10072116994971108491061085611552105874953765554726989121888851787412153485251108661171054952,55003380305,15381,23459
246,Jowita,Piotrowska,1045079113109827310652121112861181191078483997171851035554110715410611749,761141084854120757049101541085372491181011001094883885012111799495169116,87175006648,7648,2816
247,Marcin,Mazur,11389788677554811966101100975453708856110885450491151136874659776107,1049970481158749515681515350831115173103485197499956547351799979,62434783436,38420,14969
248,Franciszka,Kubiak,8968556881771006510086104529711378568848507652655180525680112716689505310298661081215210653119,121528082118531187854112781145686995572761045311656106568751517085120100105485599121847381487484,41365855826,3248,8352
249,Czeslaw,Mazur,,,10211136182,25278,14235
250,Marcel,Laskowski,8855525111450111845183654849857955,1161071041101036854565656481061175072118,01455303174,14005,23385
251,Oktawia,Zawadzka,7098100112103531144998671075511866988988856850107888253538411773995453504989,10010486501177910549501048012010681501015349531175378978810410974101491121127810480,07154065818,26634,19931
252,Kazimierz,Gorski,,,00207135831,6778,1102
253,Jaroslaw,Urbanski,485489991099850565048112538710387559949105897954566749111528280102,555110612010654501157410498114497553110758084538052551201066954539875,22748828334,25286,15088
254,Milena,Sawicka,885310567994911789121741185080112111118,116781175649561077449804983691205351,13632504286,25835,28406
255,Marlena,Sawicka,5275768953105797611977105671205510766110116105998410611977546574555669538011080,548310952541078711551714981108805411911185488049757252504975681097954548769,34648002020,28833,20313
256,Gustaw,Andrzejewski,,,55208585134,4412,23322
257,Maja,Wojcik,10953501095588485171781185484796511265735089878448,110898849515410168698412011452765097114751116851100102,40263657025,29214,3300
258,Ewelina,Baranowska,8412111354100524812184506611810273100851151056689115855211066107831181154881119531188679795453100975068,548911148715111374708911971113738787564910869745298511195612050516868541114876841156885526850108,43754362272,21214,2470
259,Lukasz,Sikora,48545352568255113725351111114486588784886115765255103108757989886855104975351807810210211074487565,657855491097310149718470559756103551011064983110551041097256841047352118824954811141035187113113120118109,05816872580,20298,870
260,Andzelika,Gorska,,,28613852542,15525,26581
261,Oktawia,Szulc,1217148677271995010611950118677811389,801145048677611111510087779910412110883,28263155530,35619,17905
262,Oksana,Piotrowska,,,61741568148,21757,14418
263,Konrad,Sikora,10467806952101118858572105735654116875510354,48525111497754851508967103761095151555254,56437765632,19570,9528
264,Anastazy,Sikora,,,72874068848,513,10119
265,Jola,Tomaszewska,54654966687179521071205511878488550565287698956517478115,51120535698112766552105735167551048950484910712150781047453,05281268753,37280,438
266,Marlena,Gajewska,,,54027427457,22603,19354
267,Otylia,Baranowska,103548910651561031075411670541108210111165109498954544955981161026782112105116114801039749110116,12055837311279487850518055534912099121524886551057387761105312011776100119696572111827750,85018218182,32044,1973
268,Katarzyna,Urbanska,,,42834608316,9765,25714
269,Oskar,Malinowski,55871051185611310684114781035555755655494898505410553551051021089853,117564966501208548103561141204811470114108566555527210812071666869105,46151062013,18947,10146
270,Iza,Sawicka,,,05784382062,35908,15962
271,Bartosz,Sikora,68875610155557211082488748881084810869717011476111107567356775112110278556550824954,77115120112117788910454556611050745111251485210111810610511111775835055828911049106785653,00572348863,33962,12474
272,Oskar,Wlodarczyk,1037885735050110706749725188111848673107509877511071198449102,501145488112795351561055110410465101995610155508865102121985182,63567431054,11624,15842
273,Bartosz,Wisniewski,48771188898688311448117529711168895111874568310282515071547786984966112556686,508181105545452541007648525268658910749561195111810452544911412088755054824873,04072142020,22934,19175
274,Alan,Wysocki,851067675121565455728650668456768112149,10580118481185411786568510786107545510484118,54144311465,32683,9843
275,Alicja,Kucharska,70102995010151538669525569678810569515569481088652831118811285495583121101104705098,497153103109845397498910478101111818454825411549797011012010356537256110117106829750108,82830700446,4939,21504
276,Nikola,Nowak,10754671208353878473112737511010269861048110610948861041077311865656948111113115,8110911655558689103116851115699117117507286531031165410666555511174531081075678,72886110002,21637,3832
277,Arleta,Pietrzak,,,88442085082,6257,24242
278,Norbert,Jakubowski,,,40677386572,36068,12990
279,Alicja,Chmielewska,54561139710011073728480108701016950691054977975076116114561104911110848514973817699665411685,528667536911154488412188657810855498666717711148495110554537553485573857054501135283119,71164121118,32127,3629
280,Monika,Sawicka,,,21567860420,26900,6691
281,Konrad,Kubiak,,,27701287547,27144,18554
282,Kewin,Laskowski,,,41607701413,3030,10847
283,Nikola,Przybylska,496710178100494855112876851775154109104501181178484,84105518956100481008454718483112857212165701128498,48286038504,4665,9810
284,Lukasz,Jakubowski,,,10712782422,11157,12337
285,Milena,Szczepanska,8582827483711064881797051100547167120,12085849875113811145454538082537110951,34523833041,24511,5578
286,Remigiusz,Walczak,87691175186555112150778848116531101201187954498256,10497108885011254106551206510611451551021011096879100108,46400883240,12150,13541
287,Olga,Ziolkowska,,,87475547080,37977,8895
288,Helena,Zakrzewska,,,74223002887,19876,24069
289,Milena,Wojcik,,,40711114551,12729,21207
